Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code,Bout_cv,Bout_npvi,IBI_cluster,Bout_entropy,Days_before_2024,Date_year,Date_month,Date_day
3,Eastern,Budongo,Sonso,Individual 48,16.10.18,0.73884,4,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,1,0.089657,89.657,Budongo (Sonso),Sonso (Individual 48),0.7968064452504103,131.85709833780962,short,1.3082708345352603,1903.0,2018.0,10,16
3,Eastern,Budongo,Sonso,Individual 48,16.10.18,0.73884,4,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,2,0.523,523.0,Budongo (Sonso),Sonso (Individual 48),0.7968064452504103,131.85709833780962,long,1.3082708345352603,1903.0,2018.0,10,16
3,Eastern,Budongo,Sonso,Individual 48,16.10.18,0.73884,4,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,3,0.126184,126.184,Budongo (Sonso),Sonso (Individual 48),0.7968064452504103,131.85709833780962,short,1.3082708345352603,1903.0,2018.0,10,16
6,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.47768,5,With,Climax,Climax,2,2,Traveling,Feeding,Traveling,1,0.073054,73.05399999999999,Budongo (Sonso),Sonso (Individual 60),1.1827549695311768,133.42829228752453,short,1.4338343733773984,1892.0,2018.0,10,27
6,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.47768,5,With,Climax,Climax,2,2,Traveling,Feeding,Traveling,2,0.189276,189.276,Budongo (Sonso),Sonso (Individual 60),1.1827549695311768,133.42829228752453,short,1.4338343733773984,1892.0,2018.0,10,27
6,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.47768,5,With,Climax,Climax,2,2,Traveling,Feeding,Traveling,3,1.122375,1122.375,Budongo (Sonso),Sonso (Individual 60),1.1827549695311768,133.42829228752453,long,1.4338343733773984,1892.0,2018.0,10,27
6,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.47768,5,With,Climax,Climax,2,2,Traveling,Feeding,Traveling,4,0.092978,92.97800000000001,Budongo (Sonso),Sonso (Individual 60),1.1827549695311768,133.42829228752453,short,1.4338343733773984,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,1,0.119543,119.54299999999999,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,2,0.092978,92.97800000000001,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,3,0.076375,76.375,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,4,0.109581,109.581,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,5,0.109581,109.581,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,6,0.109581,109.581,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,7,0.149429,149.429,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,8,0.083016,83.016,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,9,0.149429,149.429,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,10,0.066413,66.413,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,11,0.152749,152.749,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
7,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.26184,13,With,Climax,Climax,2,2,Traveling,Resting,Traveling,12,0.043168,43.168,Budongo (Sonso),Sonso (Individual 60),0.3161401503352338,44.81379404532329,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,1,0.06593,65.93,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,2,0.131165,131.165,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,3,0.059771,59.771,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,4,0.111241,111.241,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,5,0.059771,59.771,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,6,0.164371,164.37099999999998,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,7,0.079695,79.69500000000001,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,8,0.126184,126.184,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,9,0.141127,141.127,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,10,0.086337,86.337,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,11,0.129505,129.505,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,12,0.097959,97.959,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,13,0.132825,132.825,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
8,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.49429,15,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,14,0.108403,108.403,Budongo (Sonso),Sonso (Individual 60),0.2963023739637251,49.75437194488172,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,1,0.12186,121.86,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,2,0.10294,102.94,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,3,0.092978,92.97800000000001,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,4,0.069733,69.733,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,5,0.092978,92.97800000000001,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,6,0.142787,142.787,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,7,0.112902,112.902,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,8,0.122864,122.864,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,9,0.109581,109.581,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,10,0.063092,63.092,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,11,0.079695,79.69500000000001,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,12,0.162711,162.71099999999998,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,13,0.056451,56.451,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,14,0.169352,169.352,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
9,Eastern,Budongo,Sonso,Individual 60,27.10.18,1.57962,16,With,Climax,Climax,2,2,Traveling,Resting,Traveling,15,0.079695,79.69500000000001,Budongo (Sonso),Sonso (Individual 60),0.31509821838034985,41.72997479964582,short,0.0,1892.0,2018.0,10,27
11,Eastern,Budongo,Sonso,Individual 55,05.11.18,1.28763,5,With,Climax,Climax,2,2,Resting,Resting,Resting,1,0.076215,76.215,Budongo (Sonso),Sonso (Individual 55),0.8960435408603822,148.8986317979857,short,1.4338343733773984,1883.0,2018.0,11,05
11,Eastern,Budongo,Sonso,Individual 55,05.11.18,1.28763,5,With,Climax,Climax,2,2,Resting,Resting,Resting,2,0.786219,786.219,Budongo (Sonso),Sonso (Individual 55),0.8960435408603822,148.8986317979857,medium,1.4338343733773984,1883.0,2018.0,11,05
11,Eastern,Budongo,Sonso,Individual 55,05.11.18,1.28763,5,With,Climax,Climax,2,2,Resting,Resting,Resting,3,0.084238,84.238,Budongo (Sonso),Sonso (Individual 55),0.8960435408603822,148.8986317979857,short,1.4338343733773984,1883.0,2018.0,11,05
11,Eastern,Budongo,Sonso,Individual 55,05.11.18,1.28763,5,With,Climax,Climax,2,2,Resting,Resting,Resting,4,0.340962,340.962,Budongo (Sonso),Sonso (Individual 55),0.8960435408603822,148.8986317979857,short,1.4338343733773984,1883.0,2018.0,11,05
14,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.45361,6,With,Unk,Let-Down,0,3,Traveling,Traveling,Traveling,1,0.078676,78.676,Budongo (Sonso),Sonso (Individual 58),0.9066270770402146,156.77759145704974,short,2.384080545409061,1875.0,2018.0,11,13
14,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.45361,6,With,Unk,Let-Down,0,3,Traveling,Traveling,Traveling,2,0.642543,642.543,Budongo (Sonso),Sonso (Individual 58),0.9066270770402146,156.77759145704974,long,2.384080545409061,1875.0,2018.0,11,13
14,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.45361,6,With,Unk,Let-Down,0,3,Traveling,Traveling,Traveling,3,0.068073,68.073,Budongo (Sonso),Sonso (Individual 58),0.9066270770402146,156.77759145704974,short,2.384080545409061,1875.0,2018.0,11,13
14,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.45361,6,With,Unk,Let-Down,0,3,Traveling,Traveling,Traveling,4,0.582771,582.7710000000001,Budongo (Sonso),Sonso (Individual 58),0.9066270770402146,156.77759145704974,long,2.384080545409061,1875.0,2018.0,11,13
14,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.45361,6,With,Unk,Let-Down,0,3,Traveling,Traveling,Traveling,5,0.081545,81.545,Budongo (Sonso),Sonso (Individual 58),0.9066270770402146,156.77759145704974,short,2.384080545409061,1875.0,2018.0,11,13
16,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.38739,6,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,1,0.06247,62.47,Budongo (Sonso),Sonso (Individual 58),0.903296617792625,145.386159037049,short,2.384080545409061,1875.0,2018.0,11,13
16,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.38739,6,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,2,0.677913,677.913,Budongo (Sonso),Sonso (Individual 58),0.903296617792625,145.386159037049,long,2.384080545409061,1875.0,2018.0,11,13
16,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.38739,6,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,3,0.112317,112.31700000000001,Budongo (Sonso),Sonso (Individual 58),0.903296617792625,145.386159037049,short,2.384080545409061,1875.0,2018.0,11,13
16,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.38739,6,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,4,0.467319,467.31899999999996,Budongo (Sonso),Sonso (Individual 58),0.903296617792625,145.386159037049,long,2.384080545409061,1875.0,2018.0,11,13
16,Eastern,Budongo,Sonso,Individual 58,13.11.18,1.38739,6,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,5,0.067285,67.285,Budongo (Sonso),Sonso (Individual 58),0.903296617792625,145.386159037049,short,2.384080545409061,1875.0,2018.0,11,13
17,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.89854,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,1,0.050142,50.141999999999996,Budongo (Sonso),Sonso (Individual 58),1.130437910638279,171.34490459052367,short,1.3082708345352603,1875.0,2018.0,11,13
17,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.89854,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,2,0.778196,778.196,Budongo (Sonso),Sonso (Individual 58),1.130437910638279,171.34490459052367,long,1.3082708345352603,1875.0,2018.0,11,13
17,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.89854,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,3,0.070198,70.198,Budongo (Sonso),Sonso (Individual 58),1.130437910638279,171.34490459052367,short,1.3082708345352603,1875.0,2018.0,11,13
18,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.84577,3,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,1,0.111705,111.705,Budongo (Sonso),Sonso (Individual 58),0.7358501720325857,147.17003440651712,short,1.0,1875.0,2018.0,11,13
18,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.84577,3,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,2,0.734065,734.0649999999999,Budongo (Sonso),Sonso (Individual 58),0.7358501720325857,147.17003440651712,long,1.0,1875.0,2018.0,11,13
19,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.70614,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,1,0.053567,53.56699999999999,Budongo (Sonso),Sonso (Individual 58),1.019599952698367,159.01005626067646,short,1.3082708345352603,1875.0,2018.0,11,13
19,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.70614,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,2,0.574485,574.485,Budongo (Sonso),Sonso (Individual 58),1.019599952698367,159.01005626067646,long,1.3082708345352603,1875.0,2018.0,11,13
19,Eastern,Budongo,Sonso,Individual 58,13.11.18,0.70614,4,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,3,0.078086,78.086,Budongo (Sonso),Sonso (Individual 58),1.019599952698367,159.01005626067646,short,1.3082708345352603,1875.0,2018.0,11,13
22,Eastern,Budongo,Sonso,Individual 47,13.11.18,1.44673,4,With,Unk,Unk,0,0,Traveling,Traveling,Traveling,1,0.071511,71.51100000000001,Budongo (Sonso),Sonso (Individual 47),1.1511472473355415,173.58169618388516,short,1.3082708345352603,1875.0,2018.0,11,13
22,Eastern,Budongo,Sonso,Individual 47,13.11.18,1.44673,4,With,Unk,Unk,0,0,Traveling,Traveling,Traveling,2,1.267031,1267.031,Budongo (Sonso),Sonso (Individual 47),1.1511472473355415,173.58169618388516,long,1.3082708345352603,1875.0,2018.0,11,13
22,Eastern,Budongo,Sonso,Individual 47,13.11.18,1.44673,4,With,Unk,Unk,0,0,Traveling,Traveling,Traveling,3,0.108184,108.184,Budongo (Sonso),Sonso (Individual 47),1.1511472473355415,173.58169618388516,short,1.3082708345352603,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,1,0.072204,72.20400000000001,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,short,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,2,0.581641,581.641,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,long,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,3,0.068192,68.19200000000001,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,short,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,4,0.581641,581.641,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,long,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,5,0.064181,64.181,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,short,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,6,0.605709,605.7090000000001,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,long,3.417030077849957,1875.0,2018.0,11,13
23,Eastern,Budongo,Sonso,Individual 47,13.11.18,2.04176,8,With,Build-Up,Let-Down,1,3,Traveling,Traveling,Traveling,7,0.068192,68.19200000000001,Budongo (Sonso),Sonso (Individual 47),0.885138499938076,158.8878478090556,short,3.417030077849957,1875.0,2018.0,11,13
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,1,0.104886,104.886,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,medium,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,2,0.161515,161.515,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,medium,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,3,0.550621,550.621,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,long,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,4,0.948826,948.8259999999999,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,long,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,5,0.910359,910.359,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,long,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,6,0.966594,966.5939999999999,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,long,2.7664414810694944,1866.0,2018.0,11,22
25,Eastern,Budongo,Sonso,Individual 57,22.11.18,4.39091,8,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,7,0.748104,748.104,Budongo (Sonso),Sonso (Individual 57),0.5419514855069726,40.08680499425088,long,2.7664414810694944,1866.0,2018.0,11,22
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,1,0.148619,148.619,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,2,0.208388,208.38799999999998,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,3,0.077477,77.477,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,4,0.199741,199.741,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,5,0.116216,116.216,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,6,0.189686,189.686,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,7,0.092171,92.171,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,8,0.238227,238.227,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,9,0.081485,81.485,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,10,0.354858,354.858,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,11,0.27785,277.84999999999997,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
33,Eastern,Budongo,Sonso,Individual 56,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,12,0.244231,244.231,Budongo (Sonso),Sonso (Individual 56),0.443794985083831,66.57896420345413,short,0.0,1737.0,2019.0,03,31
43,Eastern,Budongo,Sonso,Individual 55,16.04.19,1.11407,4,With,Roar,Climax,1,2,Resting,Resting,Resting,1,0.167692,167.692,Budongo (Sonso),Sonso (Individual 55),0.9614517482254707,152.344502399918,short,1.3082708345352603,1721.0,2019.0,04,16
