Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
184,Eastern,Population A,Community I,Individual 12,10.01.20,0.08136,2,Without,0,0,0,0,Display,Display,Display,SonsoKT,1,0.081356,81.356,Population A (Community I),Community I (Individual 12)
185,Eastern,Population A,Community I,Individual 1,10.01.20,0.05728,2,Unk,Unk,Unk,0,0,Resting,Resting,Resting,SonsoHW,1,0.057281,57.281,Population A (Community I),Community I (Individual 1)
186,Eastern,Population A,Community I,Individual 8,10.01.20,1.55406,4,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoJS,1,0.073054,73.05399999999999,Population A (Community I),Community I (Individual 8)
186,Eastern,Population A,Community I,Individual 8,10.01.20,1.55406,4,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoJS,3,0.278933,278.933,Population A (Community I),Community I (Individual 8)
186,Eastern,Population A,Community I,Individual 8,10.01.20,1.55406,4,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoJS,2,1.20207,1202.07,Population A (Community I),Community I (Individual 8)
187,Eastern,Population A,Community I,Individual 8,10.01.20,0.75711,4,Unk,Unk,Unk,0,0,Resting,Resting,Resting,SonsoJS,1,0.078035,78.035,Population A (Community I),Community I (Individual 8)
187,Eastern,Population A,Community I,Individual 8,10.01.20,0.75711,4,Unk,Unk,Unk,0,0,Resting,Resting,Resting,SonsoJS,2,0.405118,405.118,Population A (Community I),Community I (Individual 8)
187,Eastern,Population A,Community I,Individual 8,10.01.20,0.75711,4,Unk,Unk,Unk,0,0,Resting,Resting,Resting,SonsoJS,3,0.273952,273.952,Population A (Community I),Community I (Individual 8)
188,Eastern,Population A,Community I,Individual 8,10.01.20,0.1926,2,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,SonsoJS,1,0.192597,192.59699999999998,Population A (Community I),Community I (Individual 8)
189,Eastern,Population A,Community I,Individual 8,10.01.20,0.16603,2,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoJS,1,0.166032,166.032,Population A (Community I),Community I (Individual 8)
190,Eastern,Population A,Community I,Individual 8,10.01.20,0.40183,3,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,2,0.20754,207.54,Population A (Community I),Community I (Individual 8)
190,Eastern,Population A,Community I,Individual 8,10.01.20,0.40183,3,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,1,0.194285,194.28500000000003,Population A (Community I),Community I (Individual 8)
191,Eastern,Population A,Community I,Individual 8,10.01.20,0.25237,2,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.252368,252.368,Population A (Community I),Community I (Individual 8)
193,Eastern,Population A,Community I,Individual 1,10.01.20,0.06641,2,Without,0,0,0,0,Display,Display,Display,SonsoHW,1,0.066413,66.413,Population A (Community I),Community I (Individual 1)
194,Eastern,Population A,Community I,Individual 8,10.01.20,0.11954,2,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.119543,119.54299999999999,Population A (Community I),Community I (Individual 8)
195,Eastern,Population A,Community I,Individual 8,10.01.20,0.09962,2,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.099619,99.619,Population A (Community I),Community I (Individual 8)
196,Eastern,Population A,Community I,Individual 8,10.01.20,0.43832,3,Without,0,0,0,0,Display,Display,Display,SonsoJS,2,0.3221021,322.1021,Population A (Community I),Community I (Individual 8)
196,Eastern,Population A,Community I,Individual 8,10.01.20,0.43832,3,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.116222,116.22200000000001,Population A (Community I),Community I (Individual 8)
198,Eastern,Population A,Community I,Individual 8,10.01.20,0.27229,2,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.272292,272.292,Population A (Community I),Community I (Individual 8)
200,Eastern,Population A,Community I,Individual 8,10.01.20,0.31878,2,Without,0,0,0,0,Display,Display,Display,SonsoJS,1,0.318781,318.781,Population A (Community I),Community I (Individual 8)
201,Eastern,Population A,Community I,Individual 12,11.01.20,0.74714,3,Without,0,0,0,0,Display,Display,Display,SonsoKT,2,0.182635,182.635,Population A (Community I),Community I (Individual 12)
201,Eastern,Population A,Community I,Individual 12,11.01.20,0.74714,3,Without,0,0,0,0,Display,Display,Display,SonsoKT,1,0.564508,564.508,Population A (Community I),Community I (Individual 12)
203,Eastern,Population A,Community I,Individual 6,13.01.20,0.19924,3,Without,0,0,0,0,Display,Display,Display,SonsoKS,2,0.068073,68.073,Population A (Community I),Community I (Individual 6)
203,Eastern,Population A,Community I,Individual 6,13.01.20,0.19924,3,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.131165,131.165,Population A (Community I),Community I (Individual 6)
204,Eastern,Population A,Community I,Individual 6,13.01.20,0.04295,2,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.042949,42.949,Population A (Community I),Community I (Individual 6)
208,Eastern,Population A,Community I,Individual 2,15.01.20,0.63092,3,Without,0,0,0,0,Display,Display,Display,SonsoFK,2,0.531302,531.302,Population A (Community I),Community I (Individual 2)
208,Eastern,Population A,Community I,Individual 2,15.01.20,0.63092,3,Without,0,0,0,0,Display,Display,Display,SonsoFK,1,0.099619,99.619,Population A (Community I),Community I (Individual 2)
210,Eastern,Population A,Community I,Individual 6,19.01.20,0.0963,2,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.096298,96.298,Population A (Community I),Community I (Individual 6)
211,Eastern,Population A,Community I,Individual 6,19.01.20,0.11709,2,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.117085,117.085,Population A (Community I),Community I (Individual 6)
212,Eastern,Population A,Community I,Individual 1,20.01.20,0.10626,2,Unk,Unk,Unk,0,0,Feeding,Traveling,Traveling,SonsoHW,1,0.10626,106.25999999999999,Population A (Community I),Community I (Individual 1)
213,Eastern,Population A,Community I,Individual 1,20.01.20,0.05977,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.059771,59.771,Population A (Community I),Community I (Individual 1)
214,Eastern,Population A,Community I,Individual 8,20.01.20,0.09962,2,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoJS,1,0.099619,99.619,Population A (Community I),Community I (Individual 8)
215,Eastern,Population A,Community I,Individual 8,20.01.20,0.1129,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,1,0.112902,112.902,Population A (Community I),Community I (Individual 8)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,3,0.172673,172.673,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,6,0.099619,99.619,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,1,0.122864,122.864,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,2,0.15939,159.39000000000001,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,7,0.116222,116.22200000000001,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,4,0.04981,49.81,Population A (Community I),Community I (Individual 11)
216,Eastern,Population A,Community I,Individual 11,20.01.20,0.93974,8,With,Unk,Unk,0,0,Display,Display,Display,SonsoPS,5,0.219162,219.162,Population A (Community I),Community I (Individual 11)
217,Eastern,Population A,Community I,Individual 11,20.01.20,0.94188,5,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoPS,1,0.159552,159.552,Population A (Community I),Community I (Individual 11)
217,Eastern,Population A,Community I,Individual 11,20.01.20,0.94188,5,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoPS,2,0.22559,225.59,Population A (Community I),Community I (Individual 11)
217,Eastern,Population A,Community I,Individual 11,20.01.20,0.94188,5,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoPS,4,0.288334,288.334,Population A (Community I),Community I (Individual 11)
217,Eastern,Population A,Community I,Individual 11,20.01.20,0.94188,5,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoPS,3,0.268403,268.403,Population A (Community I),Community I (Individual 11)
218,Eastern,Population A,Community I,Individual 9,20.01.20,0.85165,3,With,Build-Up,Unk,1,1,Traveling,Traveling,Traveling,SonsoSM,2,0.767067,767.067,Population A (Community I),Community I (Individual 9)
218,Eastern,Population A,Community I,Individual 9,20.01.20,0.85165,3,With,Build-Up,Unk,1,1,Traveling,Traveling,Traveling,SonsoSM,1,0.084585,84.585,Population A (Community I),Community I (Individual 9)
219,Eastern,Population A,Community I,Individual 1,20.01.20,0.06475,2,With,Unk,Unk,0,0,Traveling,Resting,Traveling,SonsoHW,1,0.064752,64.75200000000001,Population A (Community I),Community I (Individual 1)
220,Eastern,Population A,Community I,Individual 1,20.01.20,0.71394,3,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,SonsoHW,1,0.089657,89.657,Population A (Community I),Community I (Individual 1)
220,Eastern,Population A,Community I,Individual 1,20.01.20,0.71394,3,With,Build-Up,Build-Up,1,1,Resting,Resting,Resting,SonsoHW,2,0.624279,624.279,Population A (Community I),Community I (Individual 1)
221,Eastern,Population A,Community I,Individual 1,20.01.20,0.09962,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.099619,99.619,Population A (Community I),Community I (Individual 1)
222,Eastern,Population A,Community I,Individual 2,20.01.20,0.18596,2,Without,0,0,0,0,Traveling,AFT,AFT,SonsoFK,1,0.185956,185.95600000000002,Population A (Community I),Community I (Individual 2)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,11,0.650845,650.845,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,4,0.192597,192.59699999999998,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,8,0.36527,365.27,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,6,0.185956,185.95600000000002,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,1,0.083981,83.981,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,9,1.487645,1487.6450000000002,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,7,0.099619,99.619,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,10,0.285575,285.57500000000005,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,5,0.066413,66.413,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,3,0.059771,59.771,Population A (Community I),Community I (Individual 9)
226,Eastern,Population A,Community I,Individual 9,23.01.20,3.73004,12,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoSM,2,0.252368,252.368,Population A (Community I),Community I (Individual 9)
227,Eastern,Population A,Community I,Individual 1,23.01.20,0.07638,2,Without,0,0,0,0,Display,Display,Display,SonsoHW,1,0.076375,76.375,Population A (Community I),Community I (Individual 1)
228,Eastern,Population A,Community I,Individual 6,23.01.20,0.0797,2,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.079695,79.69500000000001,Population A (Community I),Community I (Individual 6)
229,Eastern,Population A,Community I,Individual 6,23.01.20,0.09298,2,Without,0,0,0,0,Display,Display,Display,SonsoKS,1,0.092978,92.97800000000001,Population A (Community I),Community I (Individual 6)
230,Eastern,Population A,Community I,Individual 9,23.01.20,0.06641,2,Without,0,0,0,0,Display,Display,Display,SonsoSM,1,0.066413,66.413,Population A (Community I),Community I (Individual 9)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,3,0.239086,239.08599999999998,Population A (Community I),Community I (Individual 5)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,4,0.275613,275.613,Population A (Community I),Community I (Individual 5)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,1,0.156742,156.742,Population A (Community I),Community I (Individual 5)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,2,0.637562,637.562,Population A (Community I),Community I (Individual 5)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,6,0.810235,810.235,Population A (Community I),Community I (Individual 5)
235,Eastern,Population A,Community I,Individual 5,29.01.20,2.47455,7,With,Build-Up,Climax,1,2,Resting,Traveling,Traveling,SonsoMS,5,0.355308,355.308,Population A (Community I),Community I (Individual 5)
236,Eastern,Population A,Community I,Individual 5,29.01.20,0.28225,2,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoMS,1,0.175994,175.994,Population A (Community I),Community I (Individual 5)
236,Eastern,Population A,Community I,Individual 5,29.01.20,0.28225,2,With,Climax,Climax,2,2,Resting,Resting,Resting,SonsoMS,2,0.10626,106.25999999999999,Population A (Community I),Community I (Individual 5)
237,Eastern,Population A,Community I,Individual 5,29.01.20,3.07491,4,With,Unk,Unk,0,0,Resting,Resting,Resting,SonsoMS,1,0.126184,126.184,Population A (Community I),Community I (Individual 5)
237,Eastern,Population A,Community I,Individual 5,29.01.20,3.07491,4,With,Unk,Unk,0,0,Resting,Resting,Resting,SonsoMS,2,1.467721,1467.721,Population A (Community I),Community I (Individual 5)
237,Eastern,Population A,Community I,Individual 5,29.01.20,3.07491,4,With,Unk,Unk,0,0,Resting,Resting,Resting,SonsoMS,3,1.481003,1481.0030000000002,Population A (Community I),Community I (Individual 5)
238,Eastern,Population A,Community I,Individual 5,29.01.20,2.31521,5,With,Build-Up,Unk,1,0,Resting,Resting,Resting,SonsoMS,3,1.30833,1308.33,Population A (Community I),Community I (Individual 5)
238,Eastern,Population A,Community I,Individual 5,29.01.20,2.31521,5,With,Build-Up,Unk,1,0,Resting,Resting,Resting,SonsoMS,2,0.777029,777.029,Population A (Community I),Community I (Individual 5)
238,Eastern,Population A,Community I,Individual 5,29.01.20,2.31521,5,With,Build-Up,Unk,1,0,Resting,Resting,Resting,SonsoMS,1,0.110306,110.306,Population A (Community I),Community I (Individual 5)
238,Eastern,Population A,Community I,Individual 5,29.01.20,2.31521,5,With,Build-Up,Unk,1,0,Resting,Resting,Resting,SonsoMS,4,0.119543,119.54299999999999,Population A (Community I),Community I (Individual 5)
239,Eastern,Population A,Community I,Individual 5,29.01.20,0.13615,2,With,Unk,Unk,0,0,Traveling,Traveling,Traveling,SonsoMS,1,0.136146,136.146,Population A (Community I),Community I (Individual 5)
240,Eastern,Population A,Community I,Individual 8,29.01.20,0.09398,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,1,0.093977,93.977,Population A (Community I),Community I (Individual 8)
241,Eastern,Population A,Community I,Individual 2,01.02.20,0.08634,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoFK,1,0.086337,86.337,Population A (Community I),Community I (Individual 2)
242,Eastern,Population A,Community I,Individual 5,01.02.20,0.0963,2,With,Build-Up,Build-Up,1,1,Display,Display,Display,SonsoMS,1,0.096298,96.298,Population A (Community I),Community I (Individual 5)
243,Eastern,Population A,Community I,Individual 5,02.02.20,0.27893,2,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoMS,1,0.278933,278.933,Population A (Community I),Community I (Individual 5)
