Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,7,0.5573762607194217,Western,3695.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),856,1,0.5151515151515151,Western,3687.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),856,2,0.38399999999999995,Western,3687.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),856,3,0.5703703703703704,Western,3687.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),856,4,0.2857142857142857,Western,3687.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),856,5,0.541044776119403,Western,3687.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,1,0.6938784068438488,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,2,0.6232669333175707,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,3,0.1811472458898356,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,4,0.4532714037982827,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,5,0.6573037840337106,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,6,0.37888152574981643,Western,3686.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),859,7,0.6944449495881059,Western,3686.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),860,1,0.5862066016212182,Western,3709.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),860,2,0.5538463299667155,Western,3709.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),860,3,0.24369734762565048,Western,3709.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,1,0.3392857142857143,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,2,0.5068493150684932,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,3,0.4675324675324676,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,4,0.5256410256410257,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,5,0.6271186440677966,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,6,0.7333333333333334,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,7,0.21052631578947367,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,8,0.5,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,9,0.34090986307885707,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,10,0.5686277191967671,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,11,0.6027386413280909,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,12,0.43939393939393945,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,13,0.5441176470588236,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,14,0.28972016586627125,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,15,0.5277778546770279,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,16,0.5811968578520478,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,17,0.257508733521534,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,18,0.7100456986931496,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,19,0.5563917145295597,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),861,20,0.6519329369058884,Western,3707.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,1,0.5,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,2,0.4901962318783871,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,3,0.5199996807075521,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,4,0.5393263465669326,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,5,0.6507928463278196,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,6,0.37288181455349834,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,7,0.38144240818308245,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,8,0.6185575918169175,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,9,0.3245609735603854,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,10,0.7700016762853518,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),862,11,0.16788197833123092,Western,3640.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,1,0.6855333311526888,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,2,0.5555587659546803,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,3,0.43010632422948136,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,4,0.35570458085543627,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,5,0.5485703247185042,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,6,0.5984860424341522,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,7,0.38970444126827825,Western,3603.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),865,8,0.515529856411416,Western,3603.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),866,1,0.48681542063279337,Western,3602.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,1,0.33333333333333337,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,2,0.6478857653985716,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,3,0.2873575328394095,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,4,0.5849050194099499,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,5,0.39639668865773847,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,6,0.626167938370791,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,7,0.36036062605248953,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),870,8,0.5772354910654879,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,1,0.7199386829134568,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,2,0.3796288572230269,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,3,0.5677994336165251,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,4,0.38931125894062923,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,5,0.33472809082715627,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,6,0.49378856709721075,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,7,0.57192984472844,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,8,0.6740334491746308,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),871,9,0.3567180513120169,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,1,0.5833333333333334,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,2,0.46153934108822586,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,3,0.49295686186935395,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,4,0.5242718446601942,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,5,0.1467562243319347,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,6,0.7391216319793601,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,7,0.30434777718415207,Western,3561.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),872,8,0.8745982207880176,Western,3561.0
