,Drumming_bout,Subspecies,Population,Community,Individual,Date,File_Name,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,N_Interbeats,Summed_N_Interbeats,Check_Matching_N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH
820,826,WAC,Tai,E,Male H,2013-10-13,File 133,0.85814,0.85814,0.85814,0.0,5,4,4,0,0.248912,0.160139,0.184508,0.264578,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
821,827,WAC,Tai,E,Male I,2013-10-24,File 134,0.56947,0.56947,0.56947,0.0,6,5,5,0,0.108127,0.067904,0.141799,0.101856,0.149788,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
822,828,WAC,Tai,E,Male I,2013-10-24,File 135,0.33151,0.33151,0.33151,0.0,3,2,2,0,0.182481,0.149026,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV
823,829,WAC,Tai,E,Male I,2013-10-24,File 136,0.8362,0.8362,0.8362,0.0,8,7,7,0,0.105908,0.067971,0.154911,0.137523,0.142265,0.105908,0.121715,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
824,830,WAC,Tai,E,Male H,2013-10-25,File 137,0.38019,0.38019,0.38019,0.0,4,3,3,0,0.054313,0.101384,0.224494,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
825,831,WAC,Tai,E,Male J,2013-10-25,File 138,0.66954,0.66954,0.66954,0.0,5,4,4,0,0.282032,0.068788,0.220122,0.098596,,,,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV
826,832,WAC,Tai,E,Male J,2013-10-26,File 139,1.14415,1.14415,1.14415,0.0,8,7,7,0,0.154724,0.209692,0.089577,0.242266,0.085506,0.236158,0.126222,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV
827,833,WAC,Tai,E,Male H,2013-10-28,File 140,0.60001,0.60001,0.60001,0.0,5,4,4,0,0.179225,0.128574,0.101301,0.190914,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
828,834,WAC,Tai,E,Male H,2013-10-28,File 141,1.68049,1.68049,1.68049,0.0,8,7,7,0,0.262731,0.218117,0.094187,0.470934,0.218117,0.237945,0.178459,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
829,835,WAC,Tai,E,Male H,2013-10-28,File 142,1.66665,1.66665,1.66665,0.0,8,7,7,0,0.208331,0.149999,0.319442,0.361108,0.166665,0.177776,0.283331,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
830,836,WAC,Tai,E,Male K,2013-11-06,File 143,2.65381,2.65381,2.65381,0.0,14,13,13,0,0.13053,0.052212,0.167628,0.140148,0.196482,0.851516,0.096312,0.211886,0.223443,0.077049,0.225369,0.048156,0.233074,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
831,837,WAC,Tai,E,Male J,2013-11-07,File 144,3.37229,3.37229,3.37229,0.0,16,15,15,0,0.096981,0.185145,0.163104,0.160769,0.102534,0.208604,0.116677,0.233354,0.113141,0.342959,0.123748,0.254568,0.737309,0.202778,0.330616,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
832,838,WAC,Tai,E,Male J,2013-11-07,File 145,0.26524,0.26524,0.26524,0.0,3,2,2,0,0.151408,0.113833,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
833,839,WAC,Tai,E,Male H,2013-11-07,File 146,1.64775,1.64775,1.64775,0.0,6,5,5,0,0.333056,0.283974,0.399668,0.396162,0.234892,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
834,840,WAC,Tai,E,Male H,2013-11-07,File 147,3.34547,3.34547,3.34547,0.0,8,7,7,0,0.377841,0.291253,1.452327,0.299124,0.389649,0.322739,0.212536,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
835,841,WAC,Tai,E,Male J,2013-11-07,File 148,4.13883,4.13883,4.13883,0.0,21,20,20,0,0.169857,0.055001,0.146214,0.125433,0.201215,0.135885,0.209054,0.125433,0.216894,0.11498,0.146338,0.141112,0.224733,0.141112,1.038127,0.250989,0.14461,0.186164,0.227719,0.137961,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
836,842,WAC,Tai,E,Male K,2013-11-07,File 149,1.67346,1.67346,1.67346,0.0,9,8,8,0,0.124966,0.277098,0.353164,0.135832,0.173866,0.391197,0.086933,0.130399,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Unk,NV,NV
837,843,WAC,Tai,E,Male H,2013-11-12,File 150,1.17442,1.17442,1.17442,0.0,4,3,3,0,0.876499,0.22884,0.069084,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
838,844,WAC,Tai,E,Male H,2013-11-12,File 151,1.94706,1.94706,1.94706,0.0,9,8,8,0,0.188955,0.142401,0.232771,0.191694,0.377911,0.287541,0.158832,0.366957,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV
839,845,WAC,Tai,E,Male H,2013-11-12,File 152,2.02626,2.02626,2.02626,0.0,10,9,9,0,0.32163,0.24006,0.084977,0.237935,0.244309,0.223064,0.208193,0.231562,0.234528,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
840,846,WAC,Tai,E,Male L,2013-11-13,File 153,1.69733,1.69733,1.69733,0.0,8,7,7,0,0.065597,0.09293,0.918364,0.046465,0.336187,0.147594,0.090196,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Display,NV,NV
841,847,WAC,Tai,E,Male L,2013-11-14,File 154,0.61621,0.61621,0.61621,0.0,5,4,4,0,0.114979,0.301819,0.025152,0.174264,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
842,848,WAC,Tai,E,Male K,2013-11-15,File 155,0.37411,0.37411,0.37411,0.0,4,3,3,0,0.186321,0.042546,0.145242,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
843,849,WAC,Tai,E,Male I,2013-11-18,File 156,1.32227,1.32227,1.32227,0.0,9,8,8,0,0.193992,0.060204,0.115949,0.372375,0.026758,0.245277,0.225209,0.082502,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
844,850,WAC,Tai,E,Male I,2013-11-18,File 157,0.30899,0.30899,0.30899,0.0,3,2,2,0,0.177775,0.131215,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
845,851,WAC,Tai,E,Male H,2013-11-18,File 158,1.84995,1.84995,1.84995,0.0,5,4,4,0,0.638888,0.211017,0.286876,0.713169,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV
846,852,WAC,Tai,E,Male H,2013-11-19,File 159,2.19521,2.19521,2.19521,0.0,7,6,6,0,0.301912,0.214443,0.843662,0.411955,0.186226,0.237015,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
847,853,WAC,Tai,E,Male H,2013-11-19,File 160,2.24544,2.24544,2.24544,0.0,9,8,8,0,0.165,0.28337,0.089674,0.272609,0.211631,0.835762,0.182935,0.204457,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
848,854,WAC,Tai,E,Male H,2013-11-19,File 160,0.66158,0.66158,0.66158,0.0,2,1,1,0,0.661582,,,,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Display,NV,NV
849,855,WAC,Tai,E,Male I,2013-11-19,File 161,1.70764,1.70764,1.70764,0.0,9,8,8,0,0.248818,0.068169,0.08862,0.879385,0.11248,0.102254,0.115888,0.092029,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
850,856,WAC,Tai,E,Male K,2013-11-27,File 162,1.02559,1.02559,1.02559,0.0,7,6,6,0,0.104193,0.098064,0.157311,0.118494,0.296235,0.251289,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
851,857,WAC,Tai,E,Male I,2013-11-27,File 163,3.88242,3.88242,3.88242,0.0,25,24,24,0,0.187443,0.036674,0.12632,0.114096,0.154844,0.105946,0.132433,0.073347,0.120208,1.09807,0.057083,0.175816,0.173532,0.196366,0.132433,0.07535,0.118733,0.121016,0.100466,0.171249,0.086766,0.127866,0.070783,0.125583,,,With,after,after,0,0,NV,NV,NV,Display,NV,NV
852,858,WAC,Tai,E,Male H,2013-11-27,File 164,2.66377,2.66377,2.66377,0.0,10,9,9,0,0.100812,0.279173,0.232644,0.426514,0.286928,0.500185,0.411004,0.100812,0.325702,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,AFT,NV,NV
853,859,WAC,Tai,E,Male H,2013-11-28,File 165,1.4874,1.4874,1.4874,0.0,9,8,8,0,0.215103,0.094898,0.057361,0.259293,0.312755,0.16306,0.267312,0.117617,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
854,860,WAC,Tai,E,Male I,2013-11-05,File 166,1.10737,1.10736,1.10736,0.0,5,4,4,0,0.274153,0.19352,0.155891,0.4838,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
855,861,WAC,Tai,E,Male J,2013-11-07,File 167,4.62335,4.62335,4.62335,0.0,22,21,21,0,0.095323,0.185629,0.180612,0.205697,0.185629,0.110374,0.040136,0.15051,0.15051,0.290985,0.220747,0.145493,0.185629,0.155527,0.381291,0.341155,0.245832,0.708823,0.289455,0.230781,0.123214,,,,,,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV
856,862,WAC,Tai,E,Male I,2014-01-13,File 168,1.53089,1.53089,1.53089,0.0,13,12,12,0,0.125277,0.125277,0.130288,0.120266,0.102727,0.055122,0.092705,0.150333,0.092705,0.192927,0.057627,0.285632,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
857,863,WAC,Tai,E,Male J,2014-01-14,File 169,2.34272,2.34272,2.34272,0.0,10,9,9,0,0.330227,0.086243,0.41821,0.157818,0.112226,0.143789,0.711933,0.17886,0.203409,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Display,NV,NV
858,864,WAC,Tai,E,Male I,2014-01-15,File 170,0.968,0.968,0.968,0.0,6,5,5,0,0.125342,0.451534,0.10722,0.157055,0.126852,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
859,865,WAC,Tai,E,Male I,2014-02-19,File 171,0.98599,0.98599,0.98599,0.0,10,9,9,0,0.167665,0.076911,0.061528,0.081525,0.147668,0.121519,0.081525,0.127672,0.11998,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
860,866,WAC,Tai,E,Male K,2014-02-20,File 172,0.42159,0.42159,0.42159,0.0,3,2,2,0,0.205237,0.216354,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
861,867,WAC,Tai,E,Male H,2014-03-10,File 173,2.09281,2.09281,2.09281,0.0,12,11,11,0,0.071951,0.12463,0.102788,0.266851,0.262506,0.42245,0.298804,0.170982,0.101261,0.076361,0.194223,,,,,,,,,,,,,,,,With,Build-Up,pause,1,0,pause between bu and cl,NV,NV,Display,NV,NV
862,868,WAC,Tai,E,Male H,2014-03-10,File 174,0.77951,0.77951,0.77951,0.0,7,6,6,0,0.104934,0.088069,0.11805,0.168643,0.176139,0.123672,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Display,NV,NV
863,869,WAC,Tai,E,Male I,2014-03-18,File 175,0.29054,0.29054,0.29054,0.0,3,2,2,0,0.135447,0.155092,,,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Display,NV,NV
864,870,WAC,Tai,E,Male J,2014-04-02,File 176,1.31354,1.31354,1.31354,0.0,10,9,9,0,0.070259,0.140518,0.076369,0.189394,0.134409,0.204668,0.12219,0.216887,0.158847,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
865,871,WAC,Tai,E,Male J,2014-04-02,File 177,1.16453,1.16453,1.16453,0.0,11,10,10,0,0.128684,0.050059,0.081804,0.062268,0.097676,0.194131,0.199015,0.148956,0.072036,0.129905,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
866,872,WAC,Tai,E,Male J,2014-04-02,File 178,2.67403,2.67403,2.67403,0.0,12,11,11,0,0.169533,0.121095,0.141277,0.145314,0.131859,0.766631,0.270588,0.618487,0.08868,0.115966,0.104597,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
867,873,WAC,Tai,E,Male I,2014-04-02,File 179,0.73448,0.73448,0.73448,0.0,7,6,6,0,0.169689,0.129166,0.122671,0.090097,0.113947,0.108905,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,during pause in climax,NV,NV,Unk,NV,NV
868,874,WAC,Tai,E,Male I,2014-04-02,File 180,0.55955,0.55955,0.55955,0.0,5,4,4,0,0.195057,0.101661,0.143813,0.119018,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
869,875,WAC,Tai,E,Male J,2020-01-18,File 181,1.69581,1.69581,1.69581,0.0,6,5,5,0,0.260043,0.403896,0.257276,0.713735,0.060861,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,AFT,NV,NV
870,876,WAC,Tai,E,Male M,2020-01-18,File 182,1.83806,1.83806,1.83806,0.0,10,9,9,0,0.170214,0.046386,0.213644,0.055715,0.204288,0.526197,0.287861,0.161628,0.172127,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV
871,877,WAC,Tai,E,Male M,2020-01-18,File 183,1.44939,1.44939,1.44939,0.0,10,9,9,0,0.24286,0.048572,0.10103,0.122401,0.136002,0.184574,0.303089,0.182631,0.12823,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
872,878,WAC,Tai,E,Male M,2020-01-18,File 184,0.92383,0.92383,0.92383,0.0,4,3,3,0,0.061461,0.618448,0.243922,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
873,879,WAC,Tai,E,Male L,2020-01-19,File 185,0.38965,0.38965,0.38965,0.0,5,4,4,0,0.026642,0.052175,0.123222,0.187608,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
874,880,WAC,Tai,E,Male J,2020-01-19,File 186,0.20452,0.20452,0.20452,0.0,2,1,1,0,0.20452,,,,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Display,NV,NV
875,881,WAC,Tai,E,Male N,2020-01-19,File 187,0.44213,0.44213,0.44213,0.0,4,3,3,0,0.093079,0.158782,0.190264,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Unk,NV,NV
876,882,WAC,Tai,E,Male J,2020-01-19,File 188,1.80675,1.80675,1.80675,0.0,13,12,12,0,0.149622,0.10163,0.16656,0.169383,0.206083,0.16656,0.183498,0.06493,0.146799,0.169383,0.12986,0.152445,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
877,883,WAC,Tai,E,Male J,2020-01-19,File 189,1.86211,1.86211,1.86211,0.0,15,14,14,0,0.074114,0.108855,0.136648,0.060218,0.14128,0.037057,0.127383,0.145912,0.083378,0.115803,0.127383,0.155176,0.155176,0.39373,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Unk,NV,NV
878,884,WAC,Tai,E,Male J,2020-01-19,File 190,1.46682,1.46682,1.46682,0.0,11,10,10,0,0.188705,0.176724,0.138834,0.087674,0.132444,0.095136,0.192138,0.177214,0.139906,0.138041,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Unk,NV,NV
879,885,WAC,Tai,E,Male J,2020-01-19,File 191,3.48086,3.48086,3.48086,0.0,17,16,16,0,0.326251,0.171526,0.21532,0.135031,0.302908,0.127732,0.251815,0.186124,0.178825,0.295609,0.102186,0.138681,0.197073,0.583919,0.047443,0.220416,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV
880,886,WAC,Tai,E,Male K,2020-01-19,File 192,0.52799,0.52799,0.52799,0.0,6,5,5,0,0.076266,0.058666,0.164264,0.085065,0.143731,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
881,887,WAC,Tai,E,Male K,2020-01-19,File 193,0.43892,0.43892,0.43892,0.0,3,2,2,0,0.259694,0.179225,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV
882,888,WAC,Tai,E,Male K,2020-01-19,File 194,1.56665,1.56665,1.56665,0.0,9,8,8,0,0.079324,0.042967,0.109071,0.188395,0.677559,0.1917,0.122291,0.155343,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
883,889,WAC,Tai,E,Male H,2020-01-20,File 195,0.54127,0.54127,0.54127,0.0,5,4,4,0,0.146806,0.057446,0.119998,0.217017,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,squeal instead of climax?,NV,NV,Hunt,NV,NV
884,890,WAC,Tai,E,Male J,2020-02-02,File 196,1.69166,1.69166,1.69166,0.0,8,7,7,0,0.165545,0.131919,0.165545,0.708739,0.139679,0.193998,0.186238,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV
885,891,WAC,Tai,E,Male J,2020-02-02,File 197,1.66758,1.66758,1.66758,0.0,10,9,9,0,0.077621,0.234281,0.174837,0.157353,0.180082,0.185327,0.222043,0.269249,0.166788,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
886,892,WAC,Tai,E,Male J,2020-02-02,File 198,1.39519,1.39519,1.39519,0.0,9,8,8,0,0.107707,0.177842,0.393759,0.070213,0.207714,0.178459,0.112634,0.146857,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
887,893,WAC,Tai,E,Male J,2020-02-02,File 199,0.55104,0.55104,0.55104,0.0,5,4,4,0,0.159103,0.110596,0.091193,0.190147,,,,,,,,,,,,,,,,,,,,,,,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV
888,894,WAC,Tai,E,Male H,2020-02-02,File 200,0.29154,0.29154,0.29154,0.0,3,2,2,0,0.25133,0.040213,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
889,895,WAC,Tai,E,Male J,2020-02-02,File 201,2.41357,2.41357,2.41357,0.0,10,9,9,0,0.188842,0.147946,0.126295,0.116673,0.156366,0.869669,0.250971,0.201944,0.354861,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
890,896,WAC,Tai,E,Male K,2020-02-02,File 202,0.45065,0.45065,0.45065,0.0,4,3,3,0,0.144765,0.188064,0.117816,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
891,897,WAC,Tai,E,Male J,2020-02-03,File 203,1.93544,1.93544,1.93544,0.0,11,10,10,0,0.159859,0.03711,0.151295,0.062802,0.202678,0.142731,0.11704,0.239788,0.236934,0.585198,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV
892,898,WAC,Tai,E,Male M,2020-02-03,File 204,1.15475,1.15475,1.15475,0.0,7,6,6,0,0.104161,0.201139,0.172404,0.12212,0.269382,0.285545,,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV
893,899,WAC,Tai,E,Male J,2020-02-03,File 205,1.36411,1.36411,1.36411,0.0,8,7,7,0,0.080417,0.29772,0.25924,0.14892,0.184661,0.268056,0.125093,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
894,900,WAC,Tai,E,Male O,2003-02-20,File 206,0.90305,0.90305,0.90305,0.0,6,5,5,0,0.131931,0.127382,0.156953,0.391244,0.095536,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,AFT,NV,NV
895,901,WAC,Tai,E,Male J,2020-02-03,File 207,1.09884,1.09884,1.09884,0.0,6,5,5,0,0.224909,0.276316,0.092105,0.250612,0.254896,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
896,902,WAC,Tai,E,Male M,2020-02-10,File 208,1.07301,1.07301,1.07301,0.0,10,9,9,0,0.142016,0.183438,0.045366,0.075124,0.037306,0.18541,0.086788,0.116374,0.20119,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
897,903,WAC,Tai,E,Male J,2020-02-15,File 209,3.29207,3.29207,3.29207,0.0,14,13,13,0,0.190157,0.196291,0.237185,0.075654,0.094056,0.141084,0.10019,1.571724,0.095563,0.16788,0.136887,0.192417,0.09298,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
898,904,WAC,Tai,E,Male J,2020-02-15,File 210,0.20209,0.20209,0.20209,0.0,2,1,1,0,0.202091,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
899,905,WAC,Tai,E,Male J,2020-02-15,File 211,0.31346,0.31346,0.31346,0.0,4,3,3,0,0.082058,0.132934,0.09847,,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
900,906,WAC,Tai,E,Male J,2020-02-15,File 212,1.99971,1.99971,1.99971,0.0,13,12,12,0,0.201154,0.139033,0.127201,0.221862,0.174531,0.136075,0.065079,0.127201,0.150866,0.17576,0.022436,0.458514,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
901,907,WAC,Tai,E,Male J,2020-02-15,File 213,3.53916,3.53916,3.53916,0.0,15,14,14,0,0.206339,0.10317,0.165968,0.282595,0.188397,0.394736,0.784986,0.192882,0.130083,0.17494,0.251195,0.062799,0.457534,0.14354,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
902,908,WAC,Tai,E,Male J,2020-02-15,File 214,2.48516,2.4852,2.4852,0.0,14,13,13,0,0.073435,0.18552,0.16215,0.13932,0.127545,0.181655,0.10049,0.17006,0.614535,0.20098,0.112085,0.21644,0.20098,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
903,909,WAC,Tai,E,Male H,2020-02-16,File 215,1.8534,1.8534,1.8534,0.0,9,8,8,0,0.18965,0.112066,0.089078,0.252866,0.175282,0.600558,0.175282,0.258613,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
904,910,WAC,Tai,S,Male P,2020-2-9,File 216,0.47057,0.47057,0.47057,0.0,4,3,3,0,0.134827,0.256436,0.07931,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
905,911,WAC,Tai,S,Male Q,2020-1-28,File 217,0.93626,0.93626,0.93626,0.0,5,4,4,0,0.094693,0.221395,0.322756,0.297416,,,,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,NV,Unk,NV,NV
906,912,WAC,Tai,S,Male Q,2020-2-12,File 218,0.80292,0.80292,0.80292,0.0,6,5,5,0,0.175452,0.273586,0.074344,0.104082,0.175452,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
907,913,WAC,Tai,S,Male R,2020-1-12,File 219,0.67837,0.67837,0.67837,0.0,6,5,5,0,0.171217,0.205894,0.1127,0.106198,0.082358,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
908,914,WAC,Tai,S,Male R,2020-1-12,File 220,0.09595,0.09595,0.09595,0.0,2,1,1,0,0.095949,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV
909,915,WAC,Tai,S,Male R,2020-1-12,File 221,0.55984,0.55984,0.55984,0.0,4,3,3,0,0.218728,0.15363,0.187481,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Intercom,NV,NV
910,916,WAC,Tai,S,Male R,2020-1-17,File 222,0.31533,0.31533,0.31533,0.0,2,1,1,0,0.315333,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Display,NV,NV
911,917,WAC,Tai,S,Male R,2020-1-17,File 223,0.76766,0.76766,0.76766,0.0,7,6,6,0,0.134781,0.056647,0.154314,0.164081,0.09962,0.158221,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV
912,918,WAC,Tai,S,Male R,2020-1-17,File 224,1.82065,1.82065,1.82065,0.0,9,8,8,0,0.149522,0.19643,0.249203,0.120204,0.598087,0.222817,0.187635,0.096749,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Display,NV,NV
913,919,WAC,Tai,S,Male R,2020-1-22,File 225,0.53497,0.53497,0.53497,0.0,3,2,2,0,0.344295,0.19067,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
