Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,File_Name_hidden,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,Com_indiv,Total_bout_duration,Summed_Total_bout_duration,N_beats,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
187,EAC,Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),10.01.20,"4065 10/01/2020 12;15, JS HW ph drum rest (JS AB70 & TRP50), 1;10 JS HW ph drum rest JS TRP50, 2;20 JS HW group ph drum rest (JS AB70), JS single ph drum trav CZE 30, MK pg, KU DL MK group ph start, 8;15 unk single ph, JS ph display drum CYA110.WAV",Unk,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,TRP,50,Sonso_JS,0.75711,0.75711,4,0.5325566319791665,37.48791438,0,0.078035,0.405118,0.273952,,,,,,,,,,,,,,,,,,,,,,,,
190,EAC,Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),10.01.20,"4065 10/01/2020 12;15, JS HW ph drum rest (JS AB70 & TRP50), 1;10 JS HW ph drum rest JS TRP50, 2;20 JS HW group ph drum rest (JS AB70), JS single ph drum trav CZE 30, MK pg, KU DL MK group ph start, 8;15 unk single ph, JS ph display drum CYA110.WAV",With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,CZE,30,Sonso_JS,0.40183,0.40183,3,0.032986997,3.2986996826976833,0,0.194285,0.20754,,,,,,,,,,,,,,,,,,,,,,,,,
217,EAC,Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),20.01.20,"4256 20/01/2020 08;17, KY pg to PS, PS single ph display drum CYA 50, 2;20 PS single ph drum traveling CYA 70.WAV",With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,CYA,70,Sonso_PS,0.94188,0.94188,5,0.20956656118384426,22.132419602383585,0,0.159552,0.22559,0.268403,0.288334,,,,,,,,,,,,,,,,,,,,,,,
218,EAC,Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),20.01.20,"4258 20/01/2020 08;30, SM PS group ph drum approaching (SM), 2;00 PS HW SM JL group ph.WAV",With,Build-Up,Unk,1,1,Unk because overlap with other calls,Traveling,Traveling,Traveling,NV,NV,Sonso_SM,0.85165,0.85165,3,0.8013625283566528,80.13625283566526,1,0.084585,0.767067,,,,,,,,,,,,,,,,,,,,,,,,,
220,EAC,Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),20.01.20,"4265 20/01/2020 09;22, HW KT FK group ph drum traveling-resting, HW single ph drum resting during travel, group ph 50m, SM FK unk group ph drum.WAV",With,Build-Up,Build-Up,1,1,NV,Resting,Resting,Resting,NV,90,Sonso_HW,0.71394,0.71394,3,0.7488374308061225,74.88374308061225,1,0.089657,0.624279,,,,,,,,,,,,,,,,,,,,,,,,,
226,EAC,Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),23.01.20,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,Sonso_SM,3.73004,3.73004,12,1.175297452593059,36.24352092,2.7608090209153064,0.083981,0.252368,0.059771,0.192597,0.066413,0.185956,0.099619,0.36527,1.487645,0.285575,0.650845,,,,,,,,,,,,,,,,
235,EAC,Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),29.01.20,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,Sonso_MS,2.47455,2.47455,7,0.5654770006649417,45.770884090832894,2.6165416690705205,0.156742,0.637562,0.239086,0.275613,0.355308,0.810235,,,,,,,,,,,,,,,,,,,,,
237,EAC,Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),29.01.20,4453 29/01/2020 10;55 MS MB group ph drum resting.WAV,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,Sonso_MS,3.07491,3.07491,4,0.6200774154800378,84.23210924,1.3082708345352603,0.126184,1.467721,1.481003,,,,,,,,,,,,,,,,,,,,,,,,
238,EAC,Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),29.01.20,4454 29/01/2020 10;58 MS MB group ph drum resting.WAV,With,Build-Up,Unk,1,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,Sonso_MS,2.31521,2.31521,5,0.8646788815460026,34.27657311515217,2,0.110306,0.777029,1.30833,0.119543,,,,,,,,,,,,,,,,,,,,,,,
245,EAC,Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),27.02.20,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",With,Unk,Unk,0,0,Unk because overlap with other calls,Traveling,Traveling,Traveling,KA,80,Sonso_SM,0.80359,0.80359,3,0.8016533245063111,80.16533245063108,1,0.079695,0.723898,,,,,,,,,,,,,,,,,,,,,,,,,
246,EAC,Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),27.02.20,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,KA,80,Sonso_ZL,0.25237,0.25237,3,0.3157875967333547,31.578759673335473,0,0.166032,0.086337,,,,,,,,,,,,,,,,,,,,,,,,,
249,EAC,Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),27.02.20,"4593 27/02/2020 10;10 PS single ph drum arrived KA 80, ZL single ph intro.WAV",With,Build-Up,Build-Up,1,1,NV,Traveling,Resting,Traveling,KA,80,Sonso_PS,1.43451,1.43451,5,1.179311156700257,59.08815830695475,1.4338343733773984,0.152749,0.066413,1.089168,0.126184,,,,,,,,,,,,,,,,,,,,,,,
250,EAC,Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),27.02.20,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",With,Let-Down,Unk,3,0,After LD,Resting,Resting,Resting,KA,80,Sonso_PS,1.57624,1.57624,4,0.9994975879325178,53.93664777022735,1.3082708345352603,0.098552,0.212521,1.265162,,,,,,,,,,,,,,,,,,,,,,,,
251,EAC,Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),27.02.20,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,Sonso_PS,1.75994,1.75994,9,0.5466093042183912,25.64014845904375,0,0.073054,0.305498,0.139467,0.192597,0.059771,0.438324,0.272771,0.278454,,,,,,,,,,,,,,,,,,,
267,EAC,Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),13.03.20,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,Sonso_PS,2.14513,2.14513,11,0.4188415144649083,20.257604991606946,0,0.166032,0.15939,0.425041,0.192597,0.179314,0.197578,0.307159,0.079695,0.185956,0.252368,,,,,,,,,,,,,,,,,
271,EAC,Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),05.07.11,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,Sonso_ZL,0.57718,0.57718,7,0.43066250966823916,34.463897699245514,0,0.099203,0.128062,0.11724,0.028859,0.147903,0.055914,,,,,,,,,,,,,,,,,,,,,
272,EAC,Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),05.07.11,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",With,Let-Down,Let-Down,3,3,Same call as before but drummed on other tree,Traveling,Traveling,Traveling,NV,NV,Sonso_ZL,0.54699,0.54699,4,0.21659490337915566,24.85065875166726,0,0.212311,0.208147,0.126532,,,,,,,,,,,,,,,,,,,,,,,,
273,EAC,Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),02.08.11,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV,Sonso_FK,1.12917,1.12917,5,0.9233627832356668,58.92624995107391,1.4338343733773984,0.332563,0.042537,0.688327,0.065739,,,,,,,,,,,,,,,,,,,,,,,
274,EAC,Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),31.08.11,"Budongo 2011-08-31 Clip 10 10;28;29 ZL, ZD",With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,NV,NV,Sonso_ZL,0.52978,0.52978,5,0.3712595613439277,30.886022190370017,0,0.166281,0.058005,0.119877,0.185616,,,,,,,,,,,,,,,,,,,,,,,
276,EAC,Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),21.06.21,"Budongo 2012-06-21 Clip 32 11;28;44 ZL (WL, ST)",With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,NV,NV,Sonso_ZL,0.86038,0.86038,5,0.43330444559960934,29.296803238533162,0,0.366407,0.176418,0.203559,0.113993,,,,,,,,,,,,,,,,,,,,,,,
282,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),27.04.17,BudongoAS WS 2017-04-27 Clip - 3 13;26;06 TRS.wav,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Waibira_TRS,1.49196,1.49196,7,0.9676578475775508,54.371290605853105,0,0.087762,0.109038,0.194141,0.087762,0.242011,0.771243,,,,,,,,,,,,,,,,,,,,,
283,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),27.04.17,BudongoAS WS 2017-04-27 Clip - 11 15;55;22 TRS (FID).wav,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Waibira_TRS,1.08445,1.08445,7,0.5396305373775105,44.18665769,0,0.224404,0.132825,0.172673,0.10294,0.079695,0.371911,,,,,,,,,,,,,,,,,,,,,
300,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),15.06.19,Budongo VE 2019-06-15 Clip 93 in response to PH ILA PH-DR 2 double beats and TRS joined GT.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_ILA,0.91296,0.91296,4,1.1213359657201336,51.56911991707847,1.3082708345352603,0.05313,0.786777,0.073054,,,,,,,,,,,,,,,,,,,,,,,,
309,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.06.19,Budongo VE 2019-06-20 Clip 1 BEN and DAUDI PH-DRs (3 beats? and 2 beats?) and lots of calls,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMI,NV,Waibira_BEN,0.7488,0.7488,4,0.43467870231891476,28.813178529518556,1.3082708345352603,0.097959,0.345687,0.305158,,,,,,,,,,,,,,,,,,,,,,,,
310,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.06.19,Budongo VE 2019-06-20 Clip 2 BEN PH-DR 3 beats and UNK (DAU?),With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,NV,Waibira_BEN,0.42772,0.42772,3,0.5527022098362495,55.27022098362495,1,0.09566,0.332064,,,,,,,,,,,,,,,,,,,,,,,,,
313,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),23.06.19,2019-06-23 Clip 3 MAC PH-DR 3 beats+ 3 single beats and others PH-re CMI tree.wav,With,Climax,Let-Down,2,3,"Ph roar, roar after climax",NV,NV,Resting,CMI,NV,Waibira_MAC,1.04268,1.04268,5,0.418956657,24.35020443681076,1.4338343733773984,0.074714,0.295537,0.351987,0.320441,,,,,,,,,,,,,,,,,,,,,,,
314,EAC,Budongo,Waibira,DAU,Budongo (Waibira),Waibira (DAU),23.06.19,2019-06-23 Clip 36 DAU PH-DR 2+2 (GT) tree CYA.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CYA,NV,Waibira_DAU,0.56678,0.56678,4,0.8614000090823788,36.36520335605569,1.3082708345352603,0.075441,0.419072,0.072269,,,,,,,,,,,,,,,,,,,,,,,,
323,EAC,Budongo,Waibira,DAU,Budongo (Waibira),Waibira (DAU),03.07.19,Budongo VE 2019-07-03 Clip 7 DAU PH-DR CYA dbh 70.wav,With,Build-Up,Unk,1,0,NV,NV,NV,Traveling,CYA,70,Waibira_DAU,0.32439,0.32439,3,0.7402407632905345,74.02407632905344,1,0.042131,0.282254,,,,,,,,,,,,,,,,,,,,,,,,,
325,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),08.07.19,Budongo VE 2019-07-08 Clip 16 ILA PH-DR CYA 150dbh GT .wav,With,Roar,Roar,1,1,Roar before climax,NV,NV,Traveling,CYA,150,Waibira_ILA,0.46087,0.46087,4,0.8377949184102643,39.37948614862182,0,0.067715,0.335543,0.057608,,,,,,,,,,,,,,,,,,,,,,,,
329,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),16.07.19,Budongo VE 2019-07-16 Clip 17 TRS PH-DR (Hands) and SAM PH-DR (Feet) same tree CMI 60 dbh.wav,With,Unk,Unk,0,0,Unk because overlap with others,NV,NV,Traveling,CMI,60,Waibira_TRS,0.84633,0.84633,6,0.3132189033331786,17.520989172544922,0,0.140699,0.126184,0.116222,0.251538,0.21169,,,,,,,,,,,,,,,,,,,,,,
330,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),16.07.19,Budongo VE 2019-07-16 Clip 18 TRS PH-DR complex and SAM PH-DR 2+1beats (GT or Display?).wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CYA,80,Waibira_TRS,0.37067,0.37067,4,0.4059467053949438,22.07116522637927,0,0.078035,0.099204,0.193427,,,,,,,,,,,,,,,,,,,,,,,,
333,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 36 BEN PH-DR (GT) tree CMU dbh 90.wav,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,CMU,90,Waibira_BEN,0.75711,0.75711,4,0.4109095802326927,50.98667233914702,1.3082708345352603,0.105724,0.324177,0.327204,,,,,,,,,,,,,,,,,,,,,,,,
334,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 56 BEN PH-DR (GT alone) 2b+1+1b.wav,With,Roar,Roar,1,1,"Ph roar, no climax",NV,NV,Traveling,NV,NV,Waibira_BEN,1.16515,1.16515,4,0.6811738485073292,45.72373068584366,1.584962500721156,0.101279,0.324177,0.739694,,,,,,,,,,,,,,,,,,,,,,,,
335,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 7 BEN PH-DR (GT).wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_BEN,0.39652,0.39652,3,0.48760201353791527,48.76020135379153,1,0.101587,0.294929,,,,,,,,,,,,,,,,,,,,,,,,,
336,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 37 BEN PH-DR (GT) tree CYA dbh 70.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,70,Waibira_BEN,0.43617,0.43617,3,0.6620698667730466,66.20698667730466,1,0.073698,0.362475,,,,,,,,,,,,,,,,,,,,,,,,,
337,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 54 BEN PH-DR (GT alone) 2b+1b CAL dbh 50.wav,With,Build-Up,Let-Down,1,1,"Ph roar, No climax",NV,NV,Traveling,CAL,50,Waibira_BEN,0.415,0.415,3,0.6317975903614459,63.17975903614459,1,0.076402,0.338598,,,,,,,,,,,,,,,,,,,,,,,,,
338,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),20.07.19,Budongo VE 2019-07-20 Clip 34 BEN PH-DR (GT) db+1.wav,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,CYA,100,Waibira_BEN,0.88823,0.88823,3,0.14906178474244805,14.906178474244806,1,0.377914,0.510315,,,,,,,,,,,,,,,,,,,,,,,,,
352,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),27.11.19,MAC_ph_271119_01.WAV,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV,Waibira_MAC,1.04435,1.04435,5,0.3741910688418332,40.05000745678502,1.4338343733773984,0.096414,0.345266,0.320511,0.28216,,,,,,,,,,,,,,,,,,,,,,,
356,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),23.12.19,ALF_ph_231219_01.WAV,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV,Waibira_ALF,0.24931,0.24931,3,0.3925498674346499,39.25498674346499,0,0.173589,0.075722,,,,,,,,,,,,,,,,,,,,,,,,,
362,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),31.12.19,ALF_ph_311219_01.WAV,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_ALF,1.75302,1.75302,4,0.6231933696994041,78.96416971856597,1.3082708345352603,0.094987,0.967995,0.690034,,,,,,,,,,,,,,,,,,,,,,,,
369,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),18.01.20,Budongo VE 2020-01-18 Clip 4 MAC PH-DR GR.wav,Without,0,0,0,0,NV,NV,NV,Resting,NV,NV,Waibira_MAC,0.25626,0.25626,3,0.3012042550866704,30.120425508667044,0,0.166722,0.089536,,,,,,,,,,,,,,,,,,,,,,,,,
375,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),19.01.20,Budongo VE 2020-01-19 Clip 3 MAC PH-DR CDU 70 TR.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CDU,70,Waibira_MAC,1.92265,1.92265,9,0.4274837295573874,37.75875223701314,2.8676687467547968,0.10294,0.249048,0.295537,0.361949,0.04981,0.31546,0.232444,0.31546,,,,,,,,,,,,,,,,,,,
377,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),19.01.20,Budongo VE 2020-01-19 Clip 10 BEN PH-DR TR CMU 60.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CMU,60,Waibira_BEN,0.61764,0.61764,3,0.021504505875610046,2.1504505875610045,0,0.31546,0.302178,,,,,,,,,,,,,,,,,,,,,,,,,
381,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),23.01.20,Budongo VE 2020-01-23 Clip 15 ALF PH-DR 2+1 GT CYA 90.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,90,Waibira_ALF,0.4139,0.4139,3,0.6347598350338124,63.47598350338124,0,0.075587,0.338316,,,,,,,,,,,,,,,,,,,,,,,,,
413,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),29.01.20,Budongo VE 2020-01-29 Clip80027.MP4 TRS PH DR 10bs GT CAL 40 PC TRS and MUG.wav,With,Unk,Unk,0,0,Unk because overlap with others,NV,NV,Traveling,CAL,40,Waibira_TRS,1.38814,1.38814,10,0.1650566448718765,12.008133462861444,0,0.193146,0.16017,0.116202,0.16331,0.169591,0.10678,0.169591,0.150748,0.158599,,,,,,,,,,,,,,,,,,
426,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),04.02.20,Budongo VE 2020-02-04 Clip10014.MP4 BEN PH DR GT PC ARD.wav,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,NV,NV,Waibira_BEN,1.00159,1.00159,6,0.603218191,24.460593527743878,2.384080545409061,0.070651,0.062339,0.203642,0.365724,0.299229,,,,,,,,,,,,,,,,,,,,,,
441,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),05.02.20,chorus_ph_050220_01.WAV,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_ALF,0.71238,0.71238,3,0.6363644020449817,63.63644020449817,1,0.582855,0.129523,,,,,,,,,,,,,,,,,,,,,,,,,
442,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),05.02.20,chorus_ph_050220_01.WAV,With,Unk,Unk,0,0,Unk because overlap with other calls,NV,NV,Traveling,NV,NV,Waibira_ILA,0.69619,0.69619,3,0.8511637661091546,85.11637661091545,1,0.051809,0.644379,,,,,,,,,,,,,,,,,,,,,,,,,
449,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.02.20,Budongo VE 2020-02-06 Clip30035.MP4 TRS PH DR GR FE 40.wav,With,Climax,Climax,2,2,NV,NV,NV,Resting,FE,40,Waibira_TRS,0.78604,0.78604,7,0.345602147,20.034154344651615,0,0.091756,0.088697,0.177394,0.085639,0.143751,0.198804,,,,,,,,,,,,,,,,,,,,,
451,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.02.20,Budongo VE 2020-02-06 Clip30040.MP4 TRS PH DR GR FE FID PH DR GR.wav,With,Climax,Climax,2,2,NV,NV,NV,Resting,FE,40,Waibira_TRS,0.69096,0.69096,6,0.6045600953314545,23.572971217490394,0,0.116222,0.056451,0.119543,0.099619,0.299124,,,,,,,,,,,,,,,,,,,,,,
454,EAC,Budongo,Waibira,LAF,Budongo (Waibira),Waibira (LAF),08.02.20,LAF_ph_080220_01.WAV,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,CMI,80,Waibira_LAF,0.868,0.868,3,0.31383014879117965,31.383014879117965,1,0.570199,0.297796,,,,,,,,,,,,,,,,,,,,,,,,,
455,EAC,Budongo,Waibira,LAF,Budongo (Waibira),Waibira (LAF),08.02.20,LAF_ph_080220_02.WAV,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CZR,20,Waibira_LAF,0.46416,0.46416,3,0.742690084,74.26900837,1,0.059717,0.404447,,,,,,,,,,,,,,,,,,,,,,,,,
461,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),10.02.20,Budongo VE 2020-02-10 Clip50014.MP4 ILA 2b+1 PH DR GT CMU 70.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CMU,70,Waibira_ILA,0.49149,0.49149,3,0.7840915102363039,78.40915102363039,1,0.053058,0.438428,,,,,,,,,,,,,,,,,,,,,,,,,
466,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),11.02.20,Budongo VE 2020-02-11 Clip60049.MP4 TRS PH DR GT? CAL 40.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CAL,40,Waibira_TRS,1.04517,1.04517,7,0.1447172016936632,7.033970547436308,0,0.178484,0.144448,0.141127,0.174333,0.195917,0.21086,,,,,,,,,,,,,,,,,,,,,
475,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),17.02.20,Budongo VE 2020-02-17 Clip70027.MP4 ILA PH DR GR CAL 60.wav,With,Roar,Roar,1,1,"Ph roar, No Climax",NV,NV,Resting,CAL,60,Waibira_ILA,0.37191,0.37191,3,0.5178577670464171,51.785776704641705,0,0.089657,0.282254,,,,,,,,,,,,,,,,,,,,,,,,,
476,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),17.02.20,Budongo WS GB 2020-02-17 Clip 32 11_36 ILA PH-DR GR CAL 50.wav,With,Roar,Roar,1,1,"Ph roar, No Climax",NV,NV,Resting,CAL,50,Waibira_ILA,0.35623,0.35623,3,0.44079139437220693,44.07913944,0,0.099604,0.256628,,,,,,,,,,,,,,,,,,,,,,,,,
482,EAC,Budongo,Waibira,LAF,Budongo (Waibira),Waibira (LAF),18.02.20,Budongo VE 2020-02-18 Clip80059.MP4 KEV 2+1b and LAF PH DR 2+1b GT-GR CZE 40.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CZE,40,Waibira_LAF,0.78815,0.78815,3,0.730848189,73.08481887965488,1,0.106066,0.682084,,,,,,,,,,,,,,,,,,,,,,,,,
495,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),21.02.20,TRS_ph_210220_01.WAV,With,Pause,Climax,1,2,Pause before climax,NV,NV,Traveling,NV,NV,Waibira_TRS,1.00626,1.00626,8,0.3454813900620396,17.84435522270807,0,0.10295,0.149444,0.073061,0.215863,0.122876,0.212543,0.129518,,,,,,,,,,,,,,,,,,,,
513,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),28.02.20,Budongo VE 2020-02-28 Clip50002.MP4 ILA PH DR 3xDB GT CMI 70.wav,With,Roar,Climax,1,2,"Ph roar, roar becoming climax",NV,NV,Traveling,CMI,70,Waibira_ILA,1.47104,1.47104,6,0.9891220977644011,43.39509114399495,2.384080545409061,0.056451,0.635902,0.060602,0.664957,0.05313,,,,,,,,,,,,,,,,,,,,,,
514,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),28.02.20,Budongo VE 2020-02-28 Clip50017.MP4 ILA PH DR 5B GR CYA 90.wav,With,Build-Up,Unk,1,0,Unk end phase for overlap,NV,NV,Resting,CYA,90,Waibira_ILA,1.30833,1.30833,5,1.0790462483467103,56.425119307196766,1.4338343733773984,0.086337,0.936419,0.119543,0.166032,,,,,,,,,,,,,,,,,,,,,,,
515,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),28.02.20,Budongo VE 2020-02-28 Clip50012.MP4 ILA PH DR 2DB GT CMI 80.wav,With,Roar,Roar,1,1,Ph roar,NV,NV,Traveling,CMI,80,Waibira_ILA,0.74716,0.74716,4,0.9497485149829359,39.92712519,1.3082708345352603,0.086449,0.583529,0.077186,,,,,,,,,,,,,,,,,,,,,,,,
519,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),29.02.20,Budongo VE 2020-02-29 Clip60003.MP4 ALF PH DR 9B GT CGO 50.wav,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,CGO,50,Waibira_ALF,2.09743,2.09743,9,0.8050975745217233,42.08411643787416,1.5549511023971747,0.18474,0.10294,0.308819,0.05313,0.239086,0.78367,0.242406,0.182635,,,,,,,,,,,,,,,,,,,
523,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),04.03.20,Budongo VE 2020-03-04 Clip70006.MP4 TRS PH DR GT CMU 70.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CMU,70,Waibira_TRS,1.99238,1.99238,12,0.27506834992042845,15.852208678961595,0,0.132825,0.174333,0.112902,0.15939,0.185956,0.15607,0.169352,0.182635,0.166032,0.25901,0.293876,,,,,,,,,,,,,,,,
524,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),04.03.20,Budongo VE 2020-03-04 Clip70011.MP4 ILA PH DR GT CYA 50.wav,With,Roar,Climax,1,2,"Ph roar, Climax after roar",NV,NV,Traveling,CYA,50,Waibira_ILA,2.03812,2.03812,5,1.4208313114348574,45.47081221,1.4338343733773984,0.174105,0.051868,1.760469,0.051675,,,,,,,,,,,,,,,,,,,,,,,
