Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,File_Name_hidden,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,Com_indiv,Total_bout_duration,Summed_Total_bout_duration,N_beats,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
712,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 24,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,M_URS,0.87961,0.87961,5,0.8915424226254105,28.72579646251996,1.4338343733773984,0.120513,0.090799,0.55898,0.109322,,,,,,,,,,,,,,,,,,,,,,,
713,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 25,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_URS,0.6316,0.6316,4,0.094967073,9.401900404258292,0,0.237701,0.19016,0.203743,,,,,,,,,,,,,,,,,,,,,,,,
744,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 52,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,M_LEO,0.71734,0.71734,3,0.3673467680777981,36.734676807779806,1,0.226915,0.490429,,,,,,,,,,,,,,,,,,,,,,,,,
748,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 56,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Resting,NV,NV,M_LEO,0.21441,0.21441,3,0.1645562535853702,16.45562535853702,0,0.124848,0.089565,,,,,,,,,,,,,,,,,,,,,,,,,
749,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 57,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,M_LEO,1.46084,1.46084,6,0.6716867955261216,43.09068638566157,1.4945555226170317,0.259402,0.314013,0.058024,0.184312,0.645091,,,,,,,,,,,,,,,,,,,,,,
750,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 58,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,M_LEO,0.47863,0.47863,4,0.3564081660306169,42.305101421810384,0,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,
751,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 58,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,M_LEO,0.47863,0.47863,4,0.3564081660306169,42.305101421810384,0,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,
757,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 63,Unk,Unk,Unk,0,0,Unk,NV,NV,Resting,NV,NV,M_URS,0.85149,0.85149,8,0.072696165,4.997114570258537,0,0.132127,0.117446,0.132127,0.112553,0.12234,0.107659,0.127234,,,,,,,,,,,,,,,,,,,,
758,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 64,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAC,0.63027,0.63027,5,0.20064368344382116,17.684959817345188,0,0.105562,0.173867,0.161448,0.18939,,,,,,,,,,,,,,,,,,,,,,,
759,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 65,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,N_MAC,1.51074,1.51074,4,0.5566725299399682,25.59220535251508,1.3082708345352603,0.309473,0.899997,0.30127,,,,,,,,,,,,,,,,,,,,,,,,
760,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 66,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV,N_MAC,0.86248,0.86248,4,0.2724610636741497,22.58297527258729,0,0.300201,0.185838,0.376442,,,,,,,,,,,,,,,,,,,,,,,,
761,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 67,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,N_MAC,0.72557,0.72557,3,0.42281871794765774,42.28187179476578,0,0.516178,0.209393,,,,,,,,,,,,,,,,,,,,,,,,,
762,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 68,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,4.70755,4.70755,19,0.4219337405709881,16.671558256513404,1.5556382942734728,0.112342,0.291889,0.679203,0.235756,0.185237,0.235756,0.275049,0.22453,0.196464,0.297502,0.258209,0.230143,0.235756,0.22453,0.213303,0.297502,0.275049,0.239333,,,,,,,,,
763,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 69,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,N_MAR,2.51589,2.5159,10,0.6034310956594751,33.628236033826255,1.5605694548611453,0.079582,0.436012,0.313623,0.478083,0.130039,0.550752,0.068844,0.175935,0.283025,,,,,,,,,,,,,,,,,,
764,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 70,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,N_MAR,3.58297,3.58297,17,0.1378106206503883,7.906858604537036,0,0.19204,0.177815,0.177815,0.167146,0.22049,0.25961,0.252497,0.22049,0.227603,0.270279,0.269749,0.234716,0.238272,0.22049,0.224047,0.22991,,,,,,,,,,,
765,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 71,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.55933,0.55933,4,0.250019013,22.85030273793156,0,0.246762,0.179313,0.133251,,,,,,,,,,,,,,,,,,,,,,,,
766,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 72,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV,N_MAR,0.67698,0.67698,3,0.040001064,4.000106354378705,0,0.324951,0.352031,,,,,,,,,,,,,,,,,,,,,,,,,
767,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 73,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,3.64428,3.64428,9,0.40301908246481916,17.84454883782737,2.8676687467547968,0.121052,0.400637,0.825747,0.557703,0.489717,0.432328,0.384772,0.432328,,,,,,,,,,,,,,,,,,,
768,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 74,With,Roar,Roar,1,1,Roar similar BUp before Climax,NV,NV,Traveling,NV,NV,N_MAR,0.56641,0.56641,4,0.08304967,7.4372817754183265,0,0.208676,0.170347,0.187382,,,,,,,,,,,,,,,,,,,,,,,,
771,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 77,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.55699,0.55699,3,0.6699019364939155,66.99019364939154,0,0.09193,0.465056,,,,,,,,,,,,,,,,,,,,,,,,,
775,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 81,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAC,2.98279,2.98279,9,1.0758589895045423,33.09179601561858,1.5549511023971747,0.177321,0.202653,0.506631,1.393236,0.234317,0.158322,0.177321,0.132991,,,,,,,,,,,,,,,,,,,
776,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 82,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Resting,NV,NV,N_MAC,1.01779,1.01779,6,0.32715436358840894,27.267215526065076,0,0.200473,0.097666,0.179912,0.298139,0.241596,,,,,,,,,,,,,,,,,,,,,,
777,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 83,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAC,0.33309,0.33309,3,0.3298948645127201,32.98948645127201,0,0.22149,0.111604,,,,,,,,,,,,,,,,,,,,,,,,,
778,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 84,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAC,0.6448,0.6448,5,0.12289092242806177,10.256582515968107,0,0.133566,0.165807,0.156595,0.188835,,,,,,,,,,,,,,,,,,,,,,,
779,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 85,With,Pause ,Pause,0,0,Unk because overlap with others calls,NV,NV,Resting,NV,NV,N_MAC,0.89022,0.89022,6,0.13466927728088535,10.35712606541985,0,0.168603,0.161859,0.182091,0.155115,0.222556,,,,,,,,,,,,,,,,,,,,,,
782,WAC,Tai,N,Male F,Tai (N),N (MAC),NV,File 88,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV,N_MAC,2.00749,2.00749,10,0.3995928329864359,20.550872414540848,0,0.13883,0.416367,0.173209,0.136568,0.116583,0.233166,0.28313,0.256482,0.253151,,,,,,,,,,,,,,,,,,
784,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 90,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,N_MAR,1.06097,1.06097,6,0.090667905,6.802017685092733,0,0.207258,0.246736,0.197389,0.217128,0.192454,,,,,,,,,,,,,,,,,,,,,,
785,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 91,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.18705,1.18705,5,0.3750747455703396,24.449066682726418,0,0.272643,0.243282,0.188753,0.482369,,,,,,,,,,,,,,,,,,,,,,,
786,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 92,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,4.79005,4.79005,11,0.5910238181652891,24.863064689186547,2.938403766179995,0.251506,1.383284,0.632686,0.422988,0.422988,0.400124,0.400124,0.417272,0.459079,,,,,,,,,,,,,,,,,,
787,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 93,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.7963,0.7963,4,0.2350077392743693,20.071672512677846,0,0.338851,0.186368,0.271081,,,,,,,,,,,,,,,,,,,,,,,,
788,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 94,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV,N_MAR,0.73774,0.73774,4,0.3053894071719829,29.19819621954487,0,0.351915,0.187203,0.198622,,,,,,,,,,,,,,,,,,,,,,,,
789,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 95,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV,N_MAR,2.39675,2.39675,11,0.33542333384806566,21.082735119295823,0,0.37427,0.099579,0.339941,0.285001,0.202591,0.171687,0.247229,0.21976,0.16482,0.291876,,,,,,,,,,,,,,,,,
790,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 96,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.18063,1.18063,6,0.29191715498226073,22.893745629928592,0,0.271903,0.250437,0.271903,0.100175,0.286214,,,,,,,,,,,,,,,,,,,,,,
791,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 97,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.14712,1.14712,6,0.2540155090042582,20.012171214651428,0,0.280662,0.143929,0.289298,0.177033,0.256194,,,,,,,,,,,,,,,,,,,,,,
792,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 98,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.6277,0.6277,4,0.1885120603647085,11.77681527546742,0,0.218608,0.156924,0.252164,,,,,,,,,,,,,,,,,,,,,,,,
793,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 99,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,3.87984,3.87984,16,0.1501732951031684,8.406781334362758,0,0.228724,0.215062,0.258374,0.190604,0.216017,0.271081,0.228724,0.250552,0.228724,0.279552,0.292259,0.309201,0.317673,0.317673,0.275622,,,,,,,,,,,,
794,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 100,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.78195,2.78195,10,1.1310969810906046,27.069548370959595,1.5605694548611453,0.171893,0.131181,0.162846,1.284672,0.199034,0.126658,0.321168,0.149275,0.235222,,,,,,,,,,,,,,,,,,
795,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 101,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.90916,1.90916,3,0.652694561,65.26945606,1,0.331531,1.57763,,,,,,,,,,,,,,,,,,,,,,,,,
797,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 103,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.26983,1.26983,6,0.3359805103258328,20.83246998292655,0,0.23773,0.150756,0.284117,0.197142,0.400082,,,,,,,,,,,,,,,,,,,,,,
798,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 104,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.86423,0.86423,4,0.11066476292430846,6.052903649250943,0,0.27031,0.332847,0.261077,,,,,,,,,,,,,,,,,,,,,,,,
799,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 105,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.96079,0.96079,5,0.11908964854933414,11.790224761929712,0,0.271739,0.242624,0.194099,0.252329,,,,,,,,,,,,,,,,,,,,,,,
800,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 106,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.33708,2.33708,11,0.5505569826836012,33.98443425028583,1.563417866393641,0.322716,0.043426,0.252658,0.217128,0.232919,0.244762,0.544793,0.10659,0.146068,0.226024,,,,,,,,,,,,,,,,,
801,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 107,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,3.64081,3.64081,17,0.6542199938406844,26.00104570968357,1.5593509992552081,0.143245,0.149214,0.125339,0.232773,0.208899,0.161151,0.20293,0.190993,0.173088,0.692351,0.113402,0.20293,0.143245,0.113402,0.483452,0.304396,,,,,,,,,,,
802,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 108,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.93961,2.93961,11,0.9895054969687778,33.605169833238314,1.563417866393641,0.140069,0.114115,0.333217,1.141154,0.136938,0.278442,0.11868,0.219102,0.205408,0.252488,,,,,,,,,,,,,,,,,
803,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 109,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.05864,2.05864,10,0.8436367271079853,42.921480850840666,1.5605694548611453,0.136568,0.075871,0.060697,0.192207,0.738481,0.207382,0.166917,0.171975,0.308543,,,,,,,,,,,,,,,,,,
804,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 110,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.27131,0.27131,3,0.12087782475203362,12.087782475203362,0,0.152051,0.119256,,,,,,,,,,,,,,,,,,,,,,,,,
805,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 110,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.88547,0.88547,6,0.3399399303683972,12.818810459847027,0,0.103976,0.10733,0.251555,0.21466,0.207952,,,,,,,,,,,,,,,,,,,,,,
806,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 111,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.51893,2.51893,5,0.8788028748535145,42.73347722435648,1.4338343733773984,0.354066,0.455228,1.568007,0.141626,,,,,,,,,,,,,,,,,,,,,,,
807,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 112,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.17736,2.17736,9,0.982141515,45.73553261165681,1.5549511023971747,0.141233,0.11539,0.11539,0.175594,0.953223,0.301018,0.095322,0.280193,,,,,,,,,,,,,,,,,,,
808,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 113,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,3.44789,3.44789,16,0.3913598809278755,22.688833834597762,0,0.191549,0.112676,0.202817,0.23662,0.4,0.073239,0.35493,0.242254,0.304225,0.270423,0.208451,0.191549,0.107042,0.214085,0.338028,,,,,,,,,,,,
809,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 114,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV,N_MAR,0.90544,0.90544,4,0.8226590688048961,60.68444143948166,1.3082708345352603,0.183376,0.074761,0.647302,,,,,,,,,,,,,,,,,,,,,,,,
810,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 115,With,Build-Up,After Climax,1,3,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.60954,1.60954,8,0.4216435942288241,21.028617284040166,0,0.211782,0.118598,0.177897,0.415092,0.127069,0.262609,0.296494,,,,,,,,,,,,,,,,,,,,
811,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 116,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.81916,0.81916,4,0.3535538221964963,21.428601324697336,0,0.136527,0.341318,0.341318,,,,,,,,,,,,,,,,,,,,,,,,
812,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 117,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,N_MAR,5.26452,5.26452,9,0.37125516521043367,17.610242648517165,2.8676687467547968,0.470613,0.547795,0.597595,0.626051,0.583366,1.287674,0.50511,0.64632,,,,,,,,,,,,,,,,,,,
813,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 118,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.57374,0.57374,4,0.079160077,7.709266851895381,0,0.211348,0.174812,0.187583,,,,,,,,,,,,,,,,,,,,,,,,
814,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 119,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,N_MAR,1.48708,1.48708,5,0.48324173997353137,39.35625307862655,1.4338343733773984,0.310887,0.632138,0.409335,0.134718,,,,,,,,,,,,,,,,,,,,,,,
815,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 120,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,N_MAR,2.63662,2.63662,8,0.3442232124510984,18.851920796788384,1.544783155738533,0.338028,0.682541,0.371831,0.264789,0.315493,0.366197,0.297741,,,,,,,,,,,,,,,,,,,,
816,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 121,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.3758,1.3758,5,0.6653882645976148,46.056395789658815,1.4338343733773984,0.096474,0.188753,0.692094,0.398479,,,,,,,,,,,,,,,,,,,,,,,
817,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 122,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV,N_MAR,1.13472,1.13472,4,0.693028551,58.90024368153301,1.3082708345352603,0.247207,0.744074,0.143436,,,,,,,,,,,,,,,,,,,,,,,,
818,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 123,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,N_MAR,1.64803,1.64803,7,0.5515807870088427,21.60344461204057,1.5268037744276668,0.20512,0.608286,0.261705,0.176827,0.20512,0.190974,,,,,,,,,,,,,,,,,,,,,
819,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 124,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,1.71361,1.71361,11,0.1704656947473879,10.715521353256173,0,0.238451,0.173786,0.181869,0.145495,0.169744,0.117205,0.169744,0.169744,0.161661,0.185911,,,,,,,,,,,,,,,,,
820,WAC,Tai,N,Male C,Tai (N),N (MAR),NV,File 125,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,N_MAR,0.8292,0.8292,3,0.10183225457882743,10.183225457882743,0,0.456818,0.372379,,,,,,,,,,,,,,,,,,,,,,,,,
825,WAC,Tai,E,Male H,Tai (E),E (ATH),13.10.13,File 130,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,0.49244,0.49244,4,0.3249863714141277,29.712341590628455,0,0.106272,0.234996,0.151176,,,,,,,,,,,,,,,,,,,,,,,,
826,WAC,Tai,E,Male H,Tai (E),E (ATH),13.10.13,File 131,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,0.85814,0.85814,5,0.20246491147368215,15.534147964078116,0,0.248912,0.160139,0.184508,0.264578,,,,,,,,,,,,,,,,,,,,,,,
827,WAC,Tai,E,Male I,Tai (E),E (FRE),24.10.13,File 132,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,E_FRE,0.56947,0.56947,6,0.2592807578993826,23.976342088183518,0,0.108127,0.067904,0.141799,0.101856,0.149788,,,,,,,,,,,,,,,,,,,,,,
828,WAC,Tai,E,Male I,Tai (E),E (FRE),24.10.13,File 133,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV,E_FRE,0.33151,0.33151,3,0.10091792933482556,10.091792933482555,0,0.182481,0.149026,,,,,,,,,,,,,,,,,,,,,,,,,
829,WAC,Tai,E,Male I,Tai (E),E (FRE),24.10.13,File 134,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_FRE,0.8362,0.8362,8,0.22654489388450624,12.597265412513623,0,0.105908,0.067971,0.154911,0.137523,0.142265,0.105908,0.121715,,,,,,,,,,,,,,,,,,,,
830,WAC,Tai,E,Male H,Tai (E),E (ATH),25.10.13,File 135,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,0.38019,0.38019,4,0.5661674490939937,45.63571847517244,0,0.054313,0.101384,0.224494,,,,,,,,,,,,,,,,,,,,,,,,
831,WAC,Tai,E,Male J,Tai (E),E (WIL),25.10.13,File 136,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,E_WIL,0.66954,0.66954,5,0.5206397960658365,30.30716291,0,0.282032,0.068788,0.220122,0.098596,,,,,,,,,,,,,,,,,,,,,,,
832,WAC,Tai,E,Male J,Tai (E),E (WIL),26.10.13,File 137,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.14415,1.14415,8,0.37736713203814165,17.42007726244752,0,0.154724,0.209692,0.089577,0.242266,0.085506,0.236158,0.126222,,,,,,,,,,,,,,,,,,,,
833,WAC,Tai,E,Male H,Tai (E),E (ATH),28.10.13,File 138,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,0.60001,0.60001,5,0.24400528191133453,22.211714143850514,0,0.179225,0.128574,0.101301,0.190914,,,,,,,,,,,,,,,,,,,,,,,
834,WAC,Tai,E,Male H,Tai (E),E (ATH),28.10.13,File 139,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_ATH,1.68049,1.68049,8,0.44490973840714504,20.976399020659358,0,0.262731,0.218117,0.094187,0.470934,0.218117,0.237945,0.178459,,,,,,,,,,,,,,,,,,,,
835,WAC,Tai,E,Male H,Tai (E),E (ATH),28.10.13,File 140,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,E_ATH,1.66665,1.66665,8,0.32215466977443163,9.224168210534819,0,0.208331,0.149999,0.319442,0.361108,0.166665,0.177776,0.283331,,,,,,,,,,,,,,,,,,,,
837,WAC,Tai,E,Male J,Tai (E),E (WIL),07.11.13,File 142,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,E_WIL,3.37229,3.37229,16,0.6935355725598621,23.922197171822788,1.5610588407725163,0.096981,0.185145,0.163104,0.160769,0.102534,0.208604,0.116677,0.233354,0.113141,0.342959,0.123748,0.254568,0.737309,0.202778,0.330616,,,,,,,,,,,,
838,WAC,Tai,E,Male J,Tai (E),E (WIL),07.11.13,File 143,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_WIL,0.26524,0.26524,3,0.14166361912374026,14.166361912374025,0,0.151408,0.113833,,,,,,,,,,,,,,,,,,,,,,,,,
839,WAC,Tai,E,Male H,Tai (E),E (ATH),07.11.13,File 144,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_ATH,1.64775,1.64775,6,0.19383995059585482,17.142047941870487,0,0.333056,0.283974,0.399668,0.396162,0.234892,,,,,,,,,,,,,,,,,,,,,,
840,WAC,Tai,E,Male H,Tai (E),E (ATH),07.11.13,File 145,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,3.34547,3.34547,8,0.8401596771750652,21.943452787964898,1.544783155738533,0.377841,0.291253,1.452327,0.299124,0.389649,0.322739,0.212536,,,,,,,,,,,,,,,,,,,,
841,WAC,Tai,E,Male J,Tai (E),E (WIL),07.11.13,File 146,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_WIL,4.13883,4.13883,21,0.9481938781239027,24.47282398263809,1.5518068998045416,0.169857,0.055001,0.146214,0.125433,0.201215,0.135885,0.209054,0.125433,0.216894,0.11498,0.146338,0.141112,0.224733,0.141112,1.038127,0.250989,0.14461,0.186164,0.227719,0.137961,,,,,,,
844,WAC,Tai,E,Male H,Tai (E),E (ATH),12.11.13,File 149,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV,E_ATH,1.94706,1.94706,9,0.3510859771564266,12.334782900342647,0,0.188955,0.142401,0.232771,0.191694,0.377911,0.287541,0.158832,0.366957,,,,,,,,,,,,,,,,,,,
845,WAC,Tai,E,Male H,Tai (E),E (ATH),12.11.13,File 150,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_ATH,2.02626,2.02626,10,0.2569985725518004,15.160759380311717,0,0.32163,0.24006,0.084977,0.237935,0.244309,0.223064,0.208193,0.231562,0.234528,,,,,,,,,,,,,,,,,,
847,WAC,Tai,E,Male L,Tai (E),E (POS),14.11.13,File 152,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_POS,0.61621,0.61621,5,0.6522457789789698,55.22303323798041,1.4338343733773984,0.114979,0.301819,0.025152,0.174264,,,,,,,,,,,,,,,,,,,,,,,
848,WAC,Tai,E,Male K,Tai (E),E (RIC),15.11.13,File 153,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_RIC,0.37411,0.37411,4,0.4848798457568074,33.538350548990564,0,0.186321,0.042546,0.145242,,,,,,,,,,,,,,,,,,,,,,,,
849,WAC,Tai,E,Male I,Tai (E),E (FRE),18.11.13,File 154,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_FRE,1.32227,1.32227,9,0.6530972656061517,40.56949744,0,0.193992,0.060204,0.115949,0.372375,0.026758,0.245277,0.225209,0.082502,,,,,,,,,,,,,,,,,,,
850,WAC,Tai,E,Male I,Tai (E),E (FRE),18.11.13,File 155,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_FRE,0.30899,0.30899,3,0.15068448817113814,15.068448817113813,0,0.177775,0.131215,,,,,,,,,,,,,,,,,,,,,,,,,
