Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,3,0.4466023824500197,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,4,0.6263762073926191,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,5,0.34693710640386033,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,6,0.7441867689774616,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,7,0.074323958,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,8,0.9351527433624284,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),978,9,0.23750166978359605,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,1,0.5149258213706529,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,2,0.5652173913043479,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,3,0.4950501118705367,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,4,0.579544455,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,5,0.41111179902041717,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,6,0.4690262577561057,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,7,0.5555558740322687,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,8,0.34042539177933023,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,9,0.607842979,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,10,0.5504580902775805,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),979,11,0.3769240294128853,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,1,0.5069447692091847,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,2,0.4896557256614003,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,3,0.48684146930884487,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,4,0.5492959568175351,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,5,0.4324332150273428,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,6,0.49411735048490896,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,7,0.5548384548542539,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),980,8,0.46308843408839706,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,1,0.47999714601690985,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,2,0.2321435396944717,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,3,0.6666675884955752,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,4,0.6417918394948005,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,5,0.22429825526537767,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,6,0.5060973487518163,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,7,0.6806717650621011,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,8,0.43181864249431434,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,9,0.45454545454545453,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,10,0.5128200437244446,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,11,0.6867462111769207,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,12,0.3823546385045984,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,13,0.5316444263812685,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,14,0.24342129968643797,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),981,15,0.545023713,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,1,0.3611088486822968,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,2,0.3689844603107938,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,3,0.6820801690981794,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,4,0.4661033193827674,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,5,0.33689823401338603,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,6,0.6526311264256826,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,7,0.545453601,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,8,0.5188699935390945,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,9,0.3953475912387428,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,10,0.6240003619054321,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,11,0.38524607,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,12,0.641025916,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),983,13,0.42000037698624626,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,1,0.630058372,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,2,0.5765765370962793,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,3,0.3821141426644889,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,4,0.6551711123877737,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,5,0.5063298154009088,WAC
Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),984,6,0.3899998540692782,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,1,0.22377637661046212,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,2,0.47622734990303883,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,3,0.7139293196288927,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,4,0.3947616480505928,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,5,0.5681810782894873,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,6,0.43846163092605056,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,7,0.4424245724608685,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,8,0.6865681649883675,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,9,0.41176357940052244,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,10,0.740739848,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,11,0.20588291617993446,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),985,12,0.47929024174869045,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,1,0.5547437693406063,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,2,0.4485312134164602,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,3,0.5102031392337045,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,4,0.3975772238597448,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,5,0.6532752447149335,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,6,0.4953072212837838,WAC
Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),987,7,0.43703774809613927,WAC
Tai,E,Male L,Tai (E),E (POS),988,1,0.29587339406792895,WAC
Tai,E,Male L,Tai (E),E (POS),988,2,0.90176193,WAC
Tai,E,Male L,Tai (E),E (POS),988,3,0.1521737058778684,WAC
Tai,E,Male L,Tai (E),E (POS),988,4,0.40837661488181437,WAC
Tai,E,Male L,Tai (E),E (POS),989,1,0.34065881472521836,WAC
Tai,E,Male L,Tai (E),E (POS),989,2,0.7894734100191715,WAC
Tai,E,Male L,Tai (E),E (POS),989,3,0.2909086982499838,WAC
Tai,E,Male L,Tai (E),E (POS),989,4,0.3120005321322349,WAC
Tai,E,Male L,Tai (E),E (POS),989,5,0.46739153823973695,WAC
Tai,E,Male L,Tai (E),E (POS),989,6,0.5764708896372792,WAC
Tai,E,Male L,Tai (E),E (POS),989,7,0.8372074821945684,WAC
Tai,E,Male L,Tai (E),E (POS),989,8,0.054054715,WAC
Tai,E,Male L,Tai (E),E (POS),989,9,0.7852560808006974,WAC
Tai,E,Male L,Tai (E),E (POS),990,1,0.5,WAC
Tai,E,Male L,Tai (E),E (POS),990,2,0.5444452723344013,WAC
Tai,E,Male L,Tai (E),E (POS),990,3,0.4361690743713215,WAC
Tai,E,Male L,Tai (E),E (POS),990,4,0.4862383204521859,WAC
Tai,E,Male L,Tai (E),E (POS),990,5,0.5714297933488436,WAC
Tai,E,Male L,Tai (E),E (POS),990,6,0.4772722942980701,WAC
Tai,E,Male L,Tai (E),E (POS),990,7,0.42990544383426427,WAC
Tai,E,Male L,Tai (E),E (POS),990,8,0.47656375346673086,WAC
Tai,E,Male L,Tai (E),E (POS),990,9,0.5537182067259898,WAC
Tai,E,Male L,Tai (E),E (POS),990,10,0.5625010914552154,WAC
Tai,E,Male L,Tai (E),E (POS),990,11,0.34426133767567774,WAC
Tai,E,Male L,Tai (E),E (POS),990,12,0.5633814041073653,WAC
Tai,E,Male L,Tai (E),E (POS),991,1,0.6499991735127362,WAC
Tai,E,Male L,Tai (E),E (POS),991,2,0.5303045481867361,WAC
Tai,E,Male L,Tai (E),E (POS),991,3,0.4558820550426007,WAC
Tai,E,Male L,Tai (E),E (POS),991,4,0.5617163124126913,WAC
Tai,E,Male L,Tai (E),E (POS),991,5,0.2237942795148714,WAC
Tai,E,Male L,Tai (E),E (POS),991,6,0.7196877741233498,WAC
Tai,E,Male L,Tai (E),E (POS),991,7,0.7090913644560208,WAC
Tai,S,Male W,Tai (S),S (CAR),992,1,0.7164179104477612,WAC
Tai,S,Male W,Tai (S),S (CAR),992,2,0.23312883435582823,WAC
Tai,S,Male W,Tai (S),S (CAR),992,3,0.6377551020408163,WAC
Tai,S,Male W,Tai (S),S (CAR),992,4,0.3784209218193367,WAC
Tai,S,Male W,Tai (S),S (CAR),992,5,0.37378700790670644,WAC
Tai,S,Male W,Tai (S),S (CAR),992,6,0.6335675641365508,WAC
Tai,S,Male W,Tai (S),S (CAR),993,1,0.41176338458428335,WAC
Tai,S,Male W,Tai (S),S (CAR),993,2,0.37974674366587274,WAC
Tai,S,Male W,Tai (S),S (CAR),993,3,0.5004094644789565,WAC
Tai,S,Male W,Tai (S),S (CAR),993,4,0.6271777643149565,WAC
Tai,S,Male W,Tai (S),S (CAR),993,5,0.22184982641354434,WAC
Tai,S,Male W,Tai (S),S (CAR),993,6,0.5862068397957739,WAC
Tai,S,Male W,Tai (S),S (CAR),993,7,0.8181812264663669,WAC
Tai,S,Male W,Tai (S),S (CAR),993,8,0.16842168729180168,WAC
Tai,S,Male W,Tai (S),S (CAR),993,9,0.5257533306649894,WAC
Tai,S,Male W,Tai (S),S (CAR),993,10,0.4292812446625157,WAC
Tai,S,Male W,Tai (S),S (CAR),993,11,0.8185583846781975,WAC
Tai,S,Male W,Tai (S),S (CAR),993,12,0.3962261092288489,WAC
Tai,S,Male W,Tai (S),S (CAR),993,13,0.3047606319142901,WAC
Tai,S,Male X,Tai (S),S (KUB),994,1,0.6666639994238756,WAC
Tai,S,Male X,Tai (S),S (KUB),994,2,0.1831000153836011,WAC
Tai,S,Male X,Tai (S),S (KUB),994,3,0.7930981510008832,WAC
Tai,S,Male X,Tai (S),S (KUB),994,4,0.45850946126131237,WAC
Tai,S,Male X,Tai (S),S (KUB),994,5,0.055205692083722994,WAC
Tai,S,Male X,Tai (S),S (KUB),994,6,0.8220864711325271,WAC
Tai,S,Male X,Tai (S),S (KUB),994,7,0.6540956152444046,WAC
Tai,S,Male X,Tai (S),S (KUB),994,8,0.6481486832448177,WAC
Tai,S,Male X,Tai (S),S (KUB),994,9,0.3220319260348457,WAC
Tai,S,Male X,Tai (S),S (KUB),994,10,0.5970153424810665,WAC
Tai,S,Male X,Tai (S),S (KUB),995,1,0.373627443,WAC
Tai,S,Male X,Tai (S),S (KUB),995,2,0.7037029253530598,WAC
Tai,S,Male X,Tai (S),S (KUB),995,3,0.3037975229049413,WAC
Tai,S,Male X,Tai (S),S (KUB),995,4,0.733332728,WAC
Tai,S,Male X,Tai (S),S (KUB),995,5,0.28169189679065154,WAC
Tai,S,Male X,Tai (S),S (KUB),995,6,0.645568747,WAC
Tai,S,Male X,Tai (S),S (KUB),995,7,0.2568808485651104,WAC
Tai,S,Male X,Tai (S),S (KUB),995,8,0.4969328100556209,WAC
Tai,S,Male X,Tai (S),S (KUB),995,9,0.5985392934534104,WAC
Tai,S,Male X,Tai (S),S (KUB),995,10,0.7236845641792917,WAC
Tai,S,Male X,Tai (S),S (KUB),995,11,0.26582343941907816,WAC
Tai,S,Male X,Tai (S),S (KUB),995,12,0.7160474108944184,WAC
Tai,S,Male X,Tai (S),S (KUB),995,13,0.26436934539648754,WAC
Tai,S,Male X,Tai (S),S (KUB),995,14,0.6400002723608236,WAC
Tai,S,Male X,Tai (S),S (KUB),995,15,0.5217395594852766,WAC
Tai,S,Male X,Tai (S),S (KUB),996,1,0.47619086402458555,WAC
Tai,S,Male X,Tai (S),S (KUB),996,2,0.4748197366802018,WAC
Tai,S,Male X,Tai (S),S (KUB),996,3,0.46794957537271376,WAC
Tai,S,Male X,Tai (S),S (KUB),996,4,0.39523773067343854,WAC
Tai,S,Male W,Tai (S),S (CAR),997,1,0.6969701701514134,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,1,0.41304336805819586,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,2,0.710526639,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,3,0.099099175,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,4,0.5046512749965578,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,5,0.8421348516919482,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,6,0.30232567049808434,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,7,0.7692304442782855,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,8,0.41117584187628897,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,9,0.4833189175830965,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,10,0.708578691,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,11,0.17346856433895844,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,12,0.8099987643642654,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,13,0.20212844268242666,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,14,0.7812512871205569,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,15,0.22580542298657538,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,16,0.6857150926610212,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,17,0.2920346240820201,WAC
Tai,S,Male Y,Tai (S),S (SHO),998,18,0.5714285714285715,WAC
Tai,S,Male Y,Tai (S),S (SHO),999,1,0.45177580905108916,WAC
Tai,S,Male Y,Tai (S),S (SHO),1000,1,0.6615396982770171,WAC
Tai,S,Male Y,Tai (S),S (SHO),1000,2,0.12824990811007297,WAC
Tai,S,Male Y,Tai (S),S (SHO),1000,3,0.24354988414868003,WAC
Tai,S,Male Y,Tai (S),S (SHO),1000,4,0.9098851214775204,WAC
