Drumming_bout,Subspecies,Population,Community,Date,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code,Individual,File_Name,Com_indiv,Bout_cv,Bout_npvi,IBI_cluster,Bout_entropy
217,EAC,Budongo,Sonso,20.01.20,0.94188,0.94188,0.94188,0,5,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,CYA,70,4,0.288334,288.334,Budongo (Sonso),Sonso (PS),PS,"4256 20/01/2020 08;17, KY pg to PS, PS single ph display drum CYA 50, 2;20 PS single ph drum traveling CYA 70.WAV",Sonso_PS,0.20956656118384426,22.132419602383585,long,0
218,EAC,Budongo,Sonso,20.01.20,0.85165,0.85165,0.85165,0,3,With,Build-Up,Unk,1,1,Unk because overlap with other calls,Traveling,Traveling,Traveling,NV,NV,1,0.084585,84.585,Budongo (Sonso),Sonso (SM),SM,"4258 20/01/2020 08;30, SM PS group ph drum approaching (SM), 2;00 PS HW SM JL group ph.WAV",Sonso_SM,0.8013625283566528,80.13625283566526,medium,1
218,EAC,Budongo,Sonso,20.01.20,0.85165,0.85165,0.85165,0,3,With,Build-Up,Unk,1,1,Unk because overlap with other calls,Traveling,Traveling,Traveling,NV,NV,2,0.767067,767.067,Budongo (Sonso),Sonso (SM),SM,"4258 20/01/2020 08;30, SM PS group ph drum approaching (SM), 2;00 PS HW SM JL group ph.WAV",Sonso_SM,0.8013625283566528,80.13625283566526,short,1
220,EAC,Budongo,Sonso,20.01.20,0.71394,0.71394,0.71394,0,3,With,Build-Up,Build-Up,1,1,NV,Resting,Resting,Resting,NV,90,1,0.089657,89.657,Budongo (Sonso),Sonso (HW),HW,"4265 20/01/2020 09;22, HW KT FK group ph drum traveling-resting, HW single ph drum resting during travel, group ph 50m, SM FK unk group ph drum.WAV",Sonso_HW,0.7488374308061225,74.88374308061225,long,1
220,EAC,Budongo,Sonso,20.01.20,0.71394,0.71394,0.71394,0,3,With,Build-Up,Build-Up,1,1,NV,Resting,Resting,Resting,NV,90,2,0.624279,624.279,Budongo (Sonso),Sonso (HW),HW,"4265 20/01/2020 09;22, HW KT FK group ph drum traveling-resting, HW single ph drum resting during travel, group ph 50m, SM FK unk group ph drum.WAV",Sonso_HW,0.7488374308061225,74.88374308061225,short,1
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,1,0.083981,83.981,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,2,0.252368,252.368,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,3,0.059771,59.771,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,4,0.192597,192.59699999999998,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,5,0.066413,66.413,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,6,0.185956,185.95600000000002,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,7,0.099619,99.619,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,8,0.36527,365.27,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,9,1.487645,1487.6450000000002,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,long,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,10,0.285575,285.57500000000005,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,medium,2.7608090209153064
226,EAC,Budongo,Sonso,23.01.20,3.73004,3.73004,3.73004,0,12,With,Build-Up,Climax,1,2,NV,Traveling,Traveling,Traveling,FPO,60,11,0.650845,650.845,Budongo (Sonso),Sonso (SM),SM,4299 23/01/2020 07;09 SM single ph drum traveling FPO 60.WAV,Sonso_SM,1.175297452593059,36.24352092,short,2.7608090209153064
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,1,0.156742,156.742,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,short,2.6165416690705205
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,2,0.637562,637.562,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,long,2.6165416690705205
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,3,0.239086,239.08599999999998,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,short,2.6165416690705205
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,4,0.275613,275.613,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,short,2.6165416690705205
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,5,0.355308,355.308,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,short,2.6165416690705205
235,EAC,Budongo,Sonso,29.01.20,2.47455,2.47455,2.47455,0,7,With,Build-Up,Climax,1,2,NV,Resting,Traveling,Traveling,NV,NV,6,0.810235,810.235,Budongo (Sonso),Sonso (MS),MS,4435 29/01/2020 07;38 MS single ph drum traveling.WAV,Sonso_MS,0.5654770006649417,45.770884090832894,long,2.6165416690705205
237,EAC,Budongo,Sonso,29.01.20,3.07491,3.07491,3.07491,0,4,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,1,0.126184,126.184,Budongo (Sonso),Sonso (MS),MS,4453 29/01/2020 10;55 MS MB group ph drum resting.WAV,Sonso_MS,0.6200774154800378,84.23210924,short,1.3082708345352603
237,EAC,Budongo,Sonso,29.01.20,3.07491,3.07491,3.07491,0,4,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,2,1.467721,1467.721,Budongo (Sonso),Sonso (MS),MS,4453 29/01/2020 10;55 MS MB group ph drum resting.WAV,Sonso_MS,0.6200774154800378,84.23210924,medium,1.3082708345352603
237,EAC,Budongo,Sonso,29.01.20,3.07491,3.07491,3.07491,0,4,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,3,1.481003,1481.0030000000002,Budongo (Sonso),Sonso (MS),MS,4453 29/01/2020 10;55 MS MB group ph drum resting.WAV,Sonso_MS,0.6200774154800378,84.23210924,medium,1.3082708345352603
238,EAC,Budongo,Sonso,29.01.20,2.31521,2.31521,2.31521,0,5,With,Build-Up,Unk,1,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,1,0.110306,110.306,Budongo (Sonso),Sonso (MS),MS,4454 29/01/2020 10;58 MS MB group ph drum resting.WAV,Sonso_MS,0.8646788815460026,34.27657311515217,short,2
238,EAC,Budongo,Sonso,29.01.20,2.31521,2.31521,2.31521,0,5,With,Build-Up,Unk,1,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,2,0.777029,777.029,Budongo (Sonso),Sonso (MS),MS,4454 29/01/2020 10;58 MS MB group ph drum resting.WAV,Sonso_MS,0.8646788815460026,34.27657311515217,long,2
238,EAC,Budongo,Sonso,29.01.20,2.31521,2.31521,2.31521,0,5,With,Build-Up,Unk,1,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,3,1.30833,1308.33,Budongo (Sonso),Sonso (MS),MS,4454 29/01/2020 10;58 MS MB group ph drum resting.WAV,Sonso_MS,0.8646788815460026,34.27657311515217,medium,2
238,EAC,Budongo,Sonso,29.01.20,2.31521,2.31521,2.31521,0,5,With,Build-Up,Unk,1,0,Unk because overlap with other calls,Resting,Resting,Resting,NV,NV,4,0.119543,119.54299999999999,Budongo (Sonso),Sonso (MS),MS,4454 29/01/2020 10;58 MS MB group ph drum resting.WAV,Sonso_MS,0.8646788815460026,34.27657311515217,short,2
245,EAC,Budongo,Sonso,27.02.20,0.80359,0.80359,0.80359,0,3,With,Unk,Unk,0,0,Unk because overlap with other calls,Traveling,Traveling,Traveling,KA,80,1,0.079695,79.69500000000001,Budongo (Sonso),Sonso (SM),SM,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",Sonso_SM,0.8016533245063111,80.16533245063108,medium,1
245,EAC,Budongo,Sonso,27.02.20,0.80359,0.80359,0.80359,0,3,With,Unk,Unk,0,0,Unk because overlap with other calls,Traveling,Traveling,Traveling,KA,80,2,0.723898,723.898,Budongo (Sonso),Sonso (SM),SM,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",Sonso_SM,0.8016533245063111,80.16533245063108,short,1
246,EAC,Budongo,Sonso,27.02.20,0.25237,0.25237,0.25237,0,3,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,KA,80,1,0.166032,166.032,Budongo (Sonso),Sonso (ZL),ZL,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",Sonso_ZL,0.3157875967333547,31.578759673335473,short,0
246,EAC,Budongo,Sonso,27.02.20,0.25237,0.25237,0.25237,0,3,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,KA,80,2,0.086337,86.337,Budongo (Sonso),Sonso (ZL),ZL,"4567 27/02/2020 06;05 KC display drum (not visible and FP 60), FK SM group ph drum (both traveling KA 80), 1;50 ZL single ph drum travel KA 80.WAV",Sonso_ZL,0.3157875967333547,31.578759673335473,short,0
249,EAC,Budongo,Sonso,27.02.20,1.43451,1.43451,1.43451,0,5,With,Build-Up,Build-Up,1,1,NV,Traveling,Resting,Traveling,KA,80,1,0.152749,152.749,Budongo (Sonso),Sonso (PS),PS,"4593 27/02/2020 10;10 PS single ph drum arrived KA 80, ZL single ph intro.WAV",Sonso_PS,1.179311156700257,59.08815830695475,long,1.4338343733773984
249,EAC,Budongo,Sonso,27.02.20,1.43451,1.43451,1.43451,0,5,With,Build-Up,Build-Up,1,1,NV,Traveling,Resting,Traveling,KA,80,2,0.066413,66.413,Budongo (Sonso),Sonso (PS),PS,"4593 27/02/2020 10;10 PS single ph drum arrived KA 80, ZL single ph intro.WAV",Sonso_PS,1.179311156700257,59.08815830695475,long,1.4338343733773984
249,EAC,Budongo,Sonso,27.02.20,1.43451,1.43451,1.43451,0,5,With,Build-Up,Build-Up,1,1,NV,Traveling,Resting,Traveling,KA,80,3,1.089168,1089.168,Budongo (Sonso),Sonso (PS),PS,"4593 27/02/2020 10;10 PS single ph drum arrived KA 80, ZL single ph intro.WAV",Sonso_PS,1.179311156700257,59.08815830695475,short,1.4338343733773984
249,EAC,Budongo,Sonso,27.02.20,1.43451,1.43451,1.43451,0,5,With,Build-Up,Build-Up,1,1,NV,Traveling,Resting,Traveling,KA,80,4,0.126184,126.184,Budongo (Sonso),Sonso (PS),PS,"4593 27/02/2020 10;10 PS single ph drum arrived KA 80, ZL single ph intro.WAV",Sonso_PS,1.179311156700257,59.08815830695475,long,1.4338343733773984
250,EAC,Budongo,Sonso,27.02.20,1.57624,1.57624,1.57624,0,4,With,Let-Down,Unk,3,0,After LD,Resting,Resting,Resting,KA,80,1,0.098552,98.552,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.9994975879325178,53.93664777022735,long,1.3082708345352603
250,EAC,Budongo,Sonso,27.02.20,1.57624,1.57624,1.57624,0,4,With,Let-Down,Unk,3,0,After LD,Resting,Resting,Resting,KA,80,2,0.212521,212.521,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.9994975879325178,53.93664777022735,long,1.3082708345352603
250,EAC,Budongo,Sonso,27.02.20,1.57624,1.57624,1.57624,0,4,With,Let-Down,Unk,3,0,After LD,Resting,Resting,Resting,KA,80,3,1.265162,1265.1619999999998,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.9994975879325178,53.93664777022735,short,1.3082708345352603
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,1,0.073054,73.05399999999999,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,2,0.305498,305.498,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,3,0.139467,139.467,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,4,0.192597,192.59699999999998,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,5,0.059771,59.771,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,6,0.438324,438.324,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,7,0.272771,272.77099999999996,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
251,EAC,Budongo,Sonso,27.02.20,1.75994,1.75994,1.75994,0,9,Without,0,0,0,0,Continuation of previous drum,Resting,Resting,Resting,FM,60,8,0.278454,278.45399999999995,Budongo (Sonso),Sonso (PS),PS,"4594 27/02/2020 10;13 unk single ph, 1;00 ZL PS group ph drum KA 80 and FM 60 resting.WAV",Sonso_PS,0.5466093042183912,25.64014845904375,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,1,0.166032,166.032,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,2,0.15939,159.39000000000001,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,3,0.425041,425.041,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,4,0.192597,192.59699999999998,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,5,0.179314,179.314,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,6,0.197578,197.578,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,7,0.307159,307.159,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,8,0.079695,79.69500000000001,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,9,0.185956,185.95600000000002,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
267,EAC,Budongo,Sonso,13.03.20,2.14513,2.14513,2.14513,0,11,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,KA,50,10,0.252368,252.368,Budongo (Sonso),Sonso (PS),PS,4789 13/03/2020 11;57 PS single ph drum traveling KA 50.WAV,Sonso_PS,0.4188415144649083,20.257604991606946,long,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,1,0.099203,99.203,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,2,0.128062,128.062,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,3,0.11724,117.24,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,4,0.028859,28.858999999999998,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,5,0.147903,147.90300000000002,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
271,EAC,Budongo,Sonso,05.07.11,0.57718,0.57718,0.57718,0,7,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV,6,0.055914,55.914,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.43066250966823916,34.463897699245514,short,0
272,EAC,Budongo,Sonso,05.07.11,0.54699,0.54699,0.54699,0,4,With,Let-Down,Let-Down,3,3,Same call as before but drummed on other tree,Traveling,Traveling,Traveling,NV,NV,1,0.212311,212.311,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.21659490337915566,24.85065875166726,short,0
272,EAC,Budongo,Sonso,05.07.11,0.54699,0.54699,0.54699,0,4,With,Let-Down,Let-Down,3,3,Same call as before but drummed on other tree,Traveling,Traveling,Traveling,NV,NV,2,0.208147,208.147,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.21659490337915566,24.85065875166726,short,0
272,EAC,Budongo,Sonso,05.07.11,0.54699,0.54699,0.54699,0,4,With,Let-Down,Let-Down,3,3,Same call as before but drummed on other tree,Traveling,Traveling,Traveling,NV,NV,3,0.126532,126.53200000000001,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-07-05 Clip 25 14;00;21 ZL (KW f., OK)",Sonso_ZL,0.21659490337915566,24.85065875166726,short,0
273,EAC,Budongo,Sonso,02.08.11,1.12917,1.12917,1.12917,0,5,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV,1,0.332563,332.563,Budongo (Sonso),Sonso (FK),FK,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),Sonso_FK,0.9233627832356668,58.92624995107391,long,1.4338343733773984
273,EAC,Budongo,Sonso,02.08.11,1.12917,1.12917,1.12917,0,5,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV,2,0.042537,42.537,Budongo (Sonso),Sonso (FK),FK,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),Sonso_FK,0.9233627832356668,58.92624995107391,long,1.4338343733773984
273,EAC,Budongo,Sonso,02.08.11,1.12917,1.12917,1.12917,0,5,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV,3,0.688327,688.327,Budongo (Sonso),Sonso (FK),FK,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),Sonso_FK,0.9233627832356668,58.92624995107391,short,1.4338343733773984
273,EAC,Budongo,Sonso,02.08.11,1.12917,1.12917,1.12917,0,5,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV,4,0.065739,65.739,Budongo (Sonso),Sonso (FK),FK,Budongo 2011-08-02 Clip 3 08;28;03 FK (NB f.),Sonso_FK,0.9233627832356668,58.92624995107391,long,1.4338343733773984
274,EAC,Budongo,Sonso,31.08.11,0.52978,0.52978,0.52978,0,5,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,NV,NV,1,0.166281,166.281,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-08-31 Clip 10 10;28;29 ZL, ZD",Sonso_ZL,0.3712595613439277,30.886022190370017,short,0
274,EAC,Budongo,Sonso,31.08.11,0.52978,0.52978,0.52978,0,5,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,NV,NV,2,0.058005,58.005,Budongo (Sonso),Sonso (ZL),ZL,"Budongo 2011-08-31 Clip 10 10;28;29 ZL, ZD",Sonso_ZL,0.3712595613439277,30.886022190370017,short,0
