Drumming_bout,Subspecies,Population,Community,Date,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code,Individual,File_Name,Com_indiv,Bout_cv,Bout_npvi,IBI_cluster,Bout_entropy
812,WAC,Tai,N,NV,5.26452,5.26452,5.26452,0,9,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,5,0.583366,583.3660000000001,Tai (N),N (MAR),Male C,File 117,N_MAR,0.37125516521043367,17.610242648517165,long,2.8676687467547968
812,WAC,Tai,N,NV,5.26452,5.26452,5.26452,0,9,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,6,1.287674,1287.674,Tai (N),N (MAR),Male C,File 117,N_MAR,0.37125516521043367,17.610242648517165,long,2.8676687467547968
812,WAC,Tai,N,NV,5.26452,5.26452,5.26452,0,9,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,7,0.50511,505.10999999999996,Tai (N),N (MAR),Male C,File 117,N_MAR,0.37125516521043367,17.610242648517165,short,2.8676687467547968
812,WAC,Tai,N,NV,5.26452,5.26452,5.26452,0,9,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV,8,0.64632,646.32,Tai (N),N (MAR),Male C,File 117,N_MAR,0.37125516521043367,17.610242648517165,long,2.8676687467547968
813,WAC,Tai,N,NV,0.57374,0.57374,0.57374,0,4,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,1,0.211348,211.348,Tai (N),N (MAR),Male C,File 118,N_MAR,0.079160077,7.709266851895381,short,0
813,WAC,Tai,N,NV,0.57374,0.57374,0.57374,0,4,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,2,0.174812,174.81199999999998,Tai (N),N (MAR),Male C,File 118,N_MAR,0.079160077,7.709266851895381,short,0
813,WAC,Tai,N,NV,0.57374,0.57374,0.57374,0,4,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,3,0.187583,187.583,Tai (N),N (MAR),Male C,File 118,N_MAR,0.079160077,7.709266851895381,short,0
814,WAC,Tai,N,NV,1.48708,1.48708,1.48708,0,5,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,1,0.310887,310.887,Tai (N),N (MAR),Male C,File 119,N_MAR,0.48324173997353137,39.35625307862655,short,1.4338343733773984
814,WAC,Tai,N,NV,1.48708,1.48708,1.48708,0,5,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,2,0.632138,632.138,Tai (N),N (MAR),Male C,File 119,N_MAR,0.48324173997353137,39.35625307862655,long,1.4338343733773984
814,WAC,Tai,N,NV,1.48708,1.48708,1.48708,0,5,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,3,0.409335,409.335,Tai (N),N (MAR),Male C,File 119,N_MAR,0.48324173997353137,39.35625307862655,short,1.4338343733773984
814,WAC,Tai,N,NV,1.48708,1.48708,1.48708,0,5,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,4,0.134718,134.71800000000002,Tai (N),N (MAR),Male C,File 119,N_MAR,0.48324173997353137,39.35625307862655,short,1.4338343733773984
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,1,0.338028,338.028,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,2,0.682541,682.5409999999999,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,long,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,3,0.371831,371.831,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,4,0.264789,264.789,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,5,0.315493,315.49300000000005,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,6,0.366197,366.197,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
815,WAC,Tai,N,NV,2.63662,2.63662,2.63662,0,8,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV,7,0.297741,297.741,Tai (N),N (MAR),Male C,File 120,N_MAR,0.3442232124510984,18.851920796788384,short,1.544783155738533
816,WAC,Tai,N,NV,1.3758,1.3758,1.3758,0,5,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,1,0.096474,96.474,Tai (N),N (MAR),Male C,File 121,N_MAR,0.6653882645976148,46.056395789658815,short,1.4338343733773984
816,WAC,Tai,N,NV,1.3758,1.3758,1.3758,0,5,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,2,0.188753,188.75300000000001,Tai (N),N (MAR),Male C,File 121,N_MAR,0.6653882645976148,46.056395789658815,short,1.4338343733773984
816,WAC,Tai,N,NV,1.3758,1.3758,1.3758,0,5,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,3,0.692094,692.0939999999999,Tai (N),N (MAR),Male C,File 121,N_MAR,0.6653882645976148,46.056395789658815,long,1.4338343733773984
816,WAC,Tai,N,NV,1.3758,1.3758,1.3758,0,5,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,4,0.398479,398.47900000000004,Tai (N),N (MAR),Male C,File 121,N_MAR,0.6653882645976148,46.056395789658815,short,1.4338343733773984
817,WAC,Tai,N,NV,1.13472,1.13472,1.13472,0,4,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV,1,0.247207,247.20700000000002,Tai (N),N (MAR),Male C,File 122,N_MAR,0.693028551,58.90024368153301,short,1.3082708345352603
817,WAC,Tai,N,NV,1.13472,1.13472,1.13472,0,4,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV,2,0.744074,744.0740000000001,Tai (N),N (MAR),Male C,File 122,N_MAR,0.693028551,58.90024368153301,long,1.3082708345352603
817,WAC,Tai,N,NV,1.13472,1.13472,1.13472,0,4,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV,3,0.143436,143.436,Tai (N),N (MAR),Male C,File 122,N_MAR,0.693028551,58.90024368153301,short,1.3082708345352603
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,1,0.20512,205.12,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,short,1.5268037744276668
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,2,0.608286,608.286,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,long,1.5268037744276668
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,3,0.261705,261.70500000000004,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,short,1.5268037744276668
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,4,0.176827,176.827,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,short,1.5268037744276668
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,5,0.20512,205.12,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,short,1.5268037744276668
818,WAC,Tai,N,NV,1.64803,1.64803,1.64803,0,7,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV,6,0.190974,190.97400000000002,Tai (N),N (MAR),Male C,File 123,N_MAR,0.5515807870088427,21.60344461204057,short,1.5268037744276668
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,1,0.238451,238.451,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,2,0.173786,173.786,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,3,0.181869,181.869,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,4,0.145495,145.495,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,5,0.169744,169.744,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,6,0.117205,117.205,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,7,0.169744,169.744,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,8,0.169744,169.744,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,9,0.161661,161.661,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
819,WAC,Tai,N,NV,1.71361,1.71361,1.71361,0,11,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,10,0.185911,185.911,Tai (N),N (MAR),Male C,File 124,N_MAR,0.1704656947473879,10.715521353256173,short,0
820,WAC,Tai,N,NV,0.8292,0.8292,0.8292,0,3,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,1,0.456818,456.818,Tai (N),N (MAR),Male C,File 125,N_MAR,0.10183225457882743,10.183225457882743,short,0
820,WAC,Tai,N,NV,0.8292,0.8292,0.8292,0,3,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,2,0.372379,372.379,Tai (N),N (MAR),Male C,File 125,N_MAR,0.10183225457882743,10.183225457882743,short,0
825,WAC,Tai,E,13.10.13,0.49244,0.49244,0.49244,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.106272,106.272,Tai (E),E (ATH),Male H,File 130,E_ATH,0.3249863714141277,29.712341590628455,short,0
825,WAC,Tai,E,13.10.13,0.49244,0.49244,0.49244,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.234996,234.996,Tai (E),E (ATH),Male H,File 130,E_ATH,0.3249863714141277,29.712341590628455,short,0
825,WAC,Tai,E,13.10.13,0.49244,0.49244,0.49244,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.151176,151.17600000000002,Tai (E),E (ATH),Male H,File 130,E_ATH,0.3249863714141277,29.712341590628455,short,0
826,WAC,Tai,E,13.10.13,0.85814,0.85814,0.85814,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.248912,248.912,Tai (E),E (ATH),Male H,File 131,E_ATH,0.20246491147368215,15.534147964078116,short,0
826,WAC,Tai,E,13.10.13,0.85814,0.85814,0.85814,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.160139,160.139,Tai (E),E (ATH),Male H,File 131,E_ATH,0.20246491147368215,15.534147964078116,short,0
826,WAC,Tai,E,13.10.13,0.85814,0.85814,0.85814,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.184508,184.508,Tai (E),E (ATH),Male H,File 131,E_ATH,0.20246491147368215,15.534147964078116,short,0
826,WAC,Tai,E,13.10.13,0.85814,0.85814,0.85814,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,4,0.264578,264.578,Tai (E),E (ATH),Male H,File 131,E_ATH,0.20246491147368215,15.534147964078116,short,0
827,WAC,Tai,E,24.10.13,0.56947,0.56947,0.56947,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,1,0.108127,108.127,Tai (E),E (FRE),Male I,File 132,E_FRE,0.2592807578993826,23.976342088183518,short,0
827,WAC,Tai,E,24.10.13,0.56947,0.56947,0.56947,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,2,0.067904,67.90400000000001,Tai (E),E (FRE),Male I,File 132,E_FRE,0.2592807578993826,23.976342088183518,short,0
827,WAC,Tai,E,24.10.13,0.56947,0.56947,0.56947,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,3,0.141799,141.799,Tai (E),E (FRE),Male I,File 132,E_FRE,0.2592807578993826,23.976342088183518,short,0
827,WAC,Tai,E,24.10.13,0.56947,0.56947,0.56947,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,4,0.101856,101.85600000000001,Tai (E),E (FRE),Male I,File 132,E_FRE,0.2592807578993826,23.976342088183518,short,0
827,WAC,Tai,E,24.10.13,0.56947,0.56947,0.56947,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,5,0.149788,149.788,Tai (E),E (FRE),Male I,File 132,E_FRE,0.2592807578993826,23.976342088183518,short,0
828,WAC,Tai,E,24.10.13,0.33151,0.33151,0.33151,0,3,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV,1,0.182481,182.481,Tai (E),E (FRE),Male I,File 133,E_FRE,0.10091792933482556,10.091792933482555,short,0
828,WAC,Tai,E,24.10.13,0.33151,0.33151,0.33151,0,3,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV,2,0.149026,149.02599999999998,Tai (E),E (FRE),Male I,File 133,E_FRE,0.10091792933482556,10.091792933482555,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.105908,105.908,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.067971,67.971,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.154911,154.911,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,4,0.137523,137.523,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,5,0.142265,142.26500000000001,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,6,0.105908,105.908,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
829,WAC,Tai,E,24.10.13,0.8362,0.8362,0.8362,0,8,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,7,0.121715,121.715,Tai (E),E (FRE),Male I,File 134,E_FRE,0.22654489388450624,12.597265412513623,short,0
830,WAC,Tai,E,25.10.13,0.38019,0.38019,0.38019,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.054313,54.313,Tai (E),E (ATH),Male H,File 135,E_ATH,0.5661674490939937,45.63571847517244,short,0
830,WAC,Tai,E,25.10.13,0.38019,0.38019,0.38019,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.101384,101.384,Tai (E),E (ATH),Male H,File 135,E_ATH,0.5661674490939937,45.63571847517244,short,0
830,WAC,Tai,E,25.10.13,0.38019,0.38019,0.38019,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.224494,224.494,Tai (E),E (ATH),Male H,File 135,E_ATH,0.5661674490939937,45.63571847517244,short,0
831,WAC,Tai,E,25.10.13,0.66954,0.66954,0.66954,0,5,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,1,0.282032,282.032,Tai (E),E (WIL),Male J,File 136,E_WIL,0.5206397960658365,30.30716291,short,0
831,WAC,Tai,E,25.10.13,0.66954,0.66954,0.66954,0,5,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,2,0.068788,68.788,Tai (E),E (WIL),Male J,File 136,E_WIL,0.5206397960658365,30.30716291,short,0
831,WAC,Tai,E,25.10.13,0.66954,0.66954,0.66954,0,5,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,3,0.220122,220.122,Tai (E),E (WIL),Male J,File 136,E_WIL,0.5206397960658365,30.30716291,short,0
831,WAC,Tai,E,25.10.13,0.66954,0.66954,0.66954,0,5,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,4,0.098596,98.596,Tai (E),E (WIL),Male J,File 136,E_WIL,0.5206397960658365,30.30716291,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,1,0.154724,154.724,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,2,0.209692,209.69199999999998,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,3,0.089577,89.577,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,4,0.242266,242.26600000000002,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,5,0.085506,85.506,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,6,0.236158,236.15800000000002,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
832,WAC,Tai,E,26.10.13,1.14415,1.14415,1.14415,0,8,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,7,0.126222,126.222,Tai (E),E (WIL),Male J,File 137,E_WIL,0.37736713203814165,17.42007726244752,short,0
833,WAC,Tai,E,28.10.13,0.60001,0.60001,0.60001,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.179225,179.225,Tai (E),E (ATH),Male H,File 138,E_ATH,0.24400528191133453,22.211714143850514,short,0
833,WAC,Tai,E,28.10.13,0.60001,0.60001,0.60001,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.128574,128.57399999999998,Tai (E),E (ATH),Male H,File 138,E_ATH,0.24400528191133453,22.211714143850514,short,0
833,WAC,Tai,E,28.10.13,0.60001,0.60001,0.60001,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.101301,101.301,Tai (E),E (ATH),Male H,File 138,E_ATH,0.24400528191133453,22.211714143850514,short,0
833,WAC,Tai,E,28.10.13,0.60001,0.60001,0.60001,0,5,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,4,0.190914,190.914,Tai (E),E (ATH),Male H,File 138,E_ATH,0.24400528191133453,22.211714143850514,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,1,0.262731,262.731,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,2,0.218117,218.11700000000002,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,3,0.094187,94.18700000000001,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,4,0.470934,470.934,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,5,0.218117,218.11700000000002,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,6,0.237945,237.945,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
834,WAC,Tai,E,28.10.13,1.68049,1.68049,1.68049,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,7,0.178459,178.459,Tai (E),E (ATH),Male H,File 139,E_ATH,0.44490973840714504,20.976399020659358,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,1,0.208331,208.331,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,2,0.149999,149.999,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,3,0.319442,319.442,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,4,0.361108,361.108,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,5,0.166665,166.66500000000002,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,6,0.177776,177.77599999999998,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
835,WAC,Tai,E,28.10.13,1.66665,1.66665,1.66665,0,8,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,7,0.283331,283.331,Tai (E),E (ATH),Male H,File 140,E_ATH,0.32215466977443163,9.224168210534819,short,0
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,1,0.096981,96.981,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,2,0.185145,185.145,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,3,0.163104,163.10399999999998,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,4,0.160769,160.769,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,5,0.102534,102.534,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
837,WAC,Tai,E,07.11.13,3.37229,3.37229,3.37229,0,16,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,6,0.208604,208.604,Tai (E),E (WIL),Male J,File 142,E_WIL,0.6935355725598621,23.922197171822788,short,1.5610588407725163
